,,,,Optimal Capacity,Installed Capacity,Supply,Withdrawal,Energy Balance,Transmission,Capacity Factor,Curtailment,Capital Expenditure,Operational Expenditure,Revenue,Market Value
Generator,p103 hydrogen_ct_2050,p103,Hydrogen Combustion Turbine,3378.673,,1550481.742,,1550481.742,0.0,0.052,28046695.419,324222966.458,312097120.047,636320031.734,410.402
Generator,p103 nuclear,p103,Nuclear,0.004,,20.047,,20.047,0.0,0.572,13.256,1429.985,266.748,1551.927,77.362
Generator,p103 nuclear existing,p103,Nuclear,0.0,0.0,,,,0.0,,,0.0,,,
Generator,p103 nuclear_2050,p103,Nuclear,6354.998,,39568371.988,,39568371.988,0.0,0.711,14151194.282,2175335965.105,449839399.738,2625175318.11,66.345
Generator,p103 onwind,p103,Onshore Wind,12027.953,,30348370.724,,30348370.724,0.0,0.288,1.724,1237593631.855,-391809550.691,845784015.783,27.869
Generator,p103 onwind existing,p103,Onshore Wind,0.0,0.0,,,,0.0,,8827252.871,0.0,,,
Generator,p103 solar,p103,Solar,28694.624,,36465116.361,,36465116.361,0.0,0.145,412707.822,1228934336.263,381358.646,1357270724.271,37.221
Generator,p103 solar existing,p103,Solar,2391.4,2391.4,3072793.656,,3072793.656,0.0,0.147,591.353,22282395.608,28919.889,113114801.561,36.812
Generator,p103 waste,p103,Waste,0.0,0.0,,,,0.0,,137496.96,0.0,,,
Generator,p104 biomass,p104,Biomass,0.0,0.0,,,,0.0,,75321.984,0.0,,,
Generator,p104 hydro,p104,Reservoir & Dam,34.642,34.642,73418.31,,73418.31,0.0,0.242,27.997,6212026.89,673.51,2996801.144,40.818
Generator,p104 hydrogen_ct_2050,p104,Hydrogen Combustion Turbine,75.997,,28667.955,,28667.955,0.0,0.043,637068.149,7292821.645,5770590.924,13063339.143,455.677
Generator,p104 nuclear,p104,Nuclear,0.004,,20.072,,20.072,0.0,0.561,14.346,1459.332,267.082,1583.858,78.956
Generator,p104 nuclear existing,p104,Nuclear,0.0,0.0,,,,0.0,,,0.0,,,
Generator,p104 nuclear_2050,p104,Nuclear,1039.968,,6581477.804,,6581477.804,0.0,0.722,2209496.541,355984308.656,74830125.155,430814360.878,65.459
Generator,p104 onwind,p104,Onshore Wind,0.005,,10.037,,10.037,0.0,0.242,1.063,488.776,-129.592,273.367,27.139
Generator,p104 solar,p104,Solar,1805.558,,2352791.682,,2352791.682,0.0,0.149,16.865,77328511.746,21612.724,90482592.641,38.458
Generator,p104 solar existing,p104,Solar,0.0,0.0,,,,0.0,,7297.315,0.0,,,
Generator,p105 biomass,p105,Biomass,0.0,0.0,,,,0.0,,362664.0,0.0,,,
Generator,p105 hydro,p105,Reservoir & Dam,27.298,27.298,126167.363,,126167.363,0.0,0.528,18.669,4895056.663,1295.508,7678356.03,60.858
Generator,p105 hydrogen_ct_2050,p105,Hydrogen Combustion Turbine,1294.554,,563143.414,,563143.414,0.0,0.05,10777148.435,124227491.144,113354714.619,237582144.928,421.886
Generator,p105 nuclear_2050,p105,Nuclear,5927.599,,39475771.163,,39475771.163,0.0,0.76,10630934.336,2029035715.146,448836856.309,2477872530.21,62.769
Generator,p105 onwind,p105,Onshore Wind,3.717,,9517.188,,9517.188,0.0,0.292,1.694,386752.553,-122857.49,263803.159,27.719
Generator,p105 onwind existing,p105,Onshore Wind,0.0,0.0,,,,0.0,,9835878.273,0.0,,,
Generator,p105 solar,p105,Solar,8284.871,,11026492.576,,11026492.576,0.0,0.152,14.999,350761862.749,106047.439,396442667.741,35.954
Generator,p105 solar existing,p105,Solar,3894.2,3894.2,5182855.664,,5182855.664,0.0,0.152,16.486,36285065.224,53807.53,186342911.488,35.954
Generator,p106 hydrogen_ct_2050,p106,Hydrogen Combustion Turbine,125.488,,58508.066,,58508.066,0.0,0.053,1040765.993,12042023.266,11777078.521,23819032.405,407.107
Generator,p106 nuclear_2050,p106,Nuclear,2513.917,,17318036.744,,17318036.744,0.0,0.786,3932408.132,860521784.167,196872118.289,1057393846.204,61.057
Generator,p106 onwind,p106,Onshore Wind,0.003,,6.385,,6.385,0.0,0.212,0.904,358.294,-82.431,197.761,30.932
Generator,p106 solar,p106,Solar,519.495,,699100.823,,699100.823,0.0,0.154,7.688,21994196.493,7054.807,24794694.958,35.467
Generator,p106 solar existing,p106,Solar,0.0,0.0,,,,0.0,,126096.406,0.0,,,
Generator,p106 waste,p106,Waste,0.0,0.0,,,,0.0,,43786.86,0.0,,,
Generator,p107 biomass,p107,Biomass,0.0,0.0,,,,0.0,,17965.133,0.0,,,
Generator,p107 hydro,p107,Reservoir & Dam,172.518,172.518,763821.622,,763821.622,0.0,0.505,20.382,30935796.959,7630.639,45870924.108,60.054
Generator,p107 hydrogen_ct_2050,p107,Hydrogen Combustion Turbine,0.039,,21.138,,21.138,0.0,0.061,323.47,3775.006,4254.789,7954.107,376.763
Generator,p107 nuclear_2050,p107,Nuclear,2016.656,,13500244.288,,13500244.288,0.0,0.764,3546790.34,690307649.497,153484121.531,843791709.939,62.502
Generator,p107 onwind,p107,Onshore Wind,0.002,,2.047,,2.047,0.0,0.137,0.652,174.535,-26.427,68.988,34.261
Generator,p107 solar,p107,Solar,7163.784,,9739524.802,,9739524.802,0.0,0.155,16.148,303297687.399,103080.199,336632326.137,34.564
Generator,p107 solar existing,p107,Solar,1264.7,1264.7,1719409.467,,1719409.467,0.0,0.155,16.728,11784120.484,17675.501,59429315.253,34.564
Generator,p108 biomass,p108,Biomass,0.0,0.0,,,,0.0,,501452.16,0.0,,,
Generator,p108 hydrogen_ct_2050,p108,Hydrogen Combustion Turbine,0.012,,6.407,,6.407,0.0,0.063,94.85,1109.225,1289.754,2318.63,362.575
Generator,p108 nuclear_2050,p108,Nuclear,2193.861,,15065750.283,,15065750.283,0.0,0.784,3479223.364,750965634.049,171286192.7,922251770.703,61.215
Generator,p108 onwind,p108,Onshore Wind,0.002,,1.497,,1.497,0.0,0.104,0.754,169.805,-19.332,57.49,38.588
Generator,p108 solar,p108,Solar,3372.832,,4660798.117,,4660798.117,0.0,0.158,31.964,140592399.871,44156.462,149962705.78,32.175
Generator,p108 solar existing,p108,Solar,410.0,410.0,566517.342,,566517.342,0.0,0.158,51.08,3820265.2,5459.679,18229378.722,32.178
Generator,p109 biomass,p109,Biomass,0.0,0.0,,,,0.0,,167978.208,0.0,,,
Generator,p109 hydro,p109,Reservoir & Dam,412.311,412.311,785352.076,,785352.076,0.0,0.217,212.45,73935354.372,7966.932,34645348.917,44.114
Generator,p109 hydrogen_ct_2050,p109,Hydrogen Combustion Turbine,0.041,,21.319,,21.319,0.0,0.059,338.062,3936.845,4291.335,8151.744,382.947
Generator,p109 nuclear_2050,p109,Nuclear,6447.028,,43751063.818,,43751063.818,0.0,0.775,10746439.133,2206837962.532,497363187.383,2704201107.114,61.809
Generator,p109 onwind,p109,Onshore Wind,0.002,,1.311,,1.311,0.0,0.086,0.814,179.682,-16.926,49.164,37.4
Generator,p109 solar,p109,Solar,24925.619,,34473676.909,,34473676.909,0.0,0.158,161.092,1038993979.408,333785.43,1127688248.261,32.712
Generator,p109 solar existing,p109,Solar,164.7,164.7,227467.517,,227467.517,0.0,0.158,323.864,1534628.484,2342.902,7451353.594,32.758
Generator,p11 biomass,p11,Biomass,0.0,0.0,,,,0.0,,171252.192,0.0,,,
Generator,p11 hydro,p11,Reservoir & Dam,42.0,42.0,89884.04,,89884.04,0.0,0.244,356.75,7802074.533,841.84,4930998.797,54.86
Generator,p11 hydrogen_ct_2050,p11,Hydrogen Combustion Turbine,494.906,,249679.106,,249679.106,0.0,0.058,4085700.441,47492016.207,50257657.627,97749607.429,391.501
Generator,p11 nuclear_2050,p11,Nuclear,2620.0,,16174606.825,,16174606.825,0.0,0.705,5972567.433,896834208.367,183884257.929,1080718401.409,66.816
Generator,p11 onwind,p11,Onshore Wind,0.0,,0.215,,0.215,0.0,0.054,0.068,39.502,-2.778,7.409,42.5
Generator,p11 onwind existing,p11,Onshore Wind,0.0,0.0,,,,0.0,,138205.014,0.0,,,
Generator,p11 solar,p11,Solar,7525.174,,13607031.575,,13607031.575,0.0,0.206,37357.056,324010530.927,132765.938,325113963.716,23.893
Generator,p11 solar existing,p11,Solar,0.0,0.0,,,,0.0,,194552.707,0.0,,,
Generator,p110 biomass,p110,Biomass,0.0,0.0,,,,0.0,,21024.0,0.0,,,
Generator,p110 hydrogen_ct_2050,p110,Hydrogen Combustion Turbine,16.732,,8484.251,,8484.251,0.0,0.058,138091.567,1605668.213,1707790.933,3313385.391,390.534
Generator,p110 nuclear_2050,p110,Nuclear,866.121,,6080876.5,,6080876.5,0.0,0.801,1240552.718,296476114.717,69127745.108,365603795.885,60.124
Generator,p110 onwind,p110,Onshore Wind,0.001,,0.978,,0.978,0.0,0.085,0.571,134.574,-12.628,34.78,36.091
Generator,p110 solar,p110,Solar,853.545,,1178969.762,,1178969.762,0.0,0.158,4.323,35578997.474,12343.664,39695991.47,33.67
Generator,p110 solar existing,p110,Solar,111.0,111.0,153315.493,,153315.493,0.0,0.158,5.144,1034266.92,1525.67,5162277.388,33.671
Generator,p111 biomass,p111,Biomass,0.0,0.0,,,,0.0,,178704.0,0.0,,,
Generator,p111 hydrogen_ct_2050,p111,Hydrogen Combustion Turbine,0.065,,27.655,,27.655,0.0,0.048,545.438,6277.956,5566.593,11769.442,425.171
Generator,p111 nuclear,p111,Nuclear,7613.996,,16040043.916,,16040043.916,0.0,0.24,48522566.257,2508278613.063,213433393.04,2721711952.826,169.682
Generator,p111 nuclear existing,p111,Nuclear,0.0,0.0,,,,0.0,,,0.0,,,
Generator,p111 nuclear_2050,p111,Nuclear,0.031,,201.075,,201.075,0.0,0.752,56.866,10445.114,2286.068,12606.434,62.705
Generator,p111 onwind,p111,Onshore Wind,19930.124,,54233653.965,,54233653.965,0.0,0.311,1.706,2027577837.919,-700133214.386,1327444622.444,24.476
Generator,p111 onwind existing,p111,Onshore Wind,0.0,0.0,,,,0.0,,41362.089,0.0,,,
Generator,p111 solar,p111,Solar,2887.574,,3758894.39,,3758894.39,0.0,0.149,20.092,116588876.82,35198.431,139727165.748,37.172
Generator,p111 solar existing,p111,Solar,162.6,162.6,211629.718,,211629.718,0.0,0.149,35.646,1515061.272,2268.211,7868047.319,37.178
Generator,p112 biomass,p112,Biomass,0.0,0.0,,,,0.0,,256817.76,0.0,,,
Generator,p112 hydro,p112,Reservoir & Dam,11.083,11.083,21108.408,,21108.408,0.0,0.217,7.113,1910816.282,206.766,950126.689,45.012
Generator,p112 hydrogen_ct_2050,p112,Hydrogen Combustion Turbine,1020.535,,461155.059,,461155.059,0.0,0.052,8478733.303,97932215.24,92825509.532,190757658.627,413.652
Generator,p112 nuclear_2050,p112,Nuclear,6797.24,,46074818.839,,46074818.839,0.0,0.774,11383070.164,2326716708.739,523821220.437,2850537891.756,61.868
Generator,p112 onwind,p112,Onshore Wind,0.009,,21.672,,21.672,0.0,0.264,1.254,951.254,-279.786,582.809,26.935
Generator,p112 onwind existing,p112,Onshore Wind,0.0,0.0,,,,0.0,,3019984.062,0.0,,,
Generator,p112 solar,p112,Solar,11299.584,,15268718.785,,15268718.785,0.0,0.154,6.312,456232659.087,158434.54,544968782.104,35.692
Generator,p112 solar existing,p112,Solar,2434.4,2434.4,3289512.142,,3289512.142,0.0,0.154,5.908,22683057.568,35351.04,117408909.553,35.692
Generator,p113 hydrogen_ct_2050,p113,Hydrogen Combustion Turbine,0.685,,313.075,,313.075,0.0,0.052,5687.794,65736.652,63018.8,128679.73,411.009
Generator,p113 nuclear_2050,p113,Nuclear,1903.63,,12957819.96,,12957819.96,0.0,0.777,3133794.069,651618565.894,147311310.914,798929818.117,61.656
Generator,p113 onwind,p113,Onshore Wind,0.003,,4.638,,4.638,0.0,0.196,0.817,274.662,-59.877,134.523,28.981
Generator,p113 solar,p113,Solar,2066.988,,2823660.664,,2823660.664,0.0,0.156,6.137,83456827.239,29581.516,97588321.205,34.561
Generator,p113 solar existing,p113,Solar,1021.0,1021.0,1394758.24,,1394758.24,0.0,0.156,7.428,9513392.12,12734.582,48204273.559,34.561
Generator,p114 biomass,p114,Biomass,0.0,0.0,,,,0.0,,39441.024,0.0,,,
Generator,p114 hydro,p114,Reservoir & Dam,4.689,4.689,8925.736,,8925.736,0.0,0.217,7.754,808422.252,98.156,398302.938,44.624
Generator,p114 hydrogen_ct_2050,p114,Hydrogen Combustion Turbine,0.128,,61.062,,61.062,0.0,0.055,1056.368,12240.904,12291.073,24456.481,400.551
Generator,p114 nuclear_2050,p114,Nuclear,3646.281,,24817585.352,,24817585.352,0.0,0.777,6004863.419,1248133333.873,282164906.106,1530298189.273,61.662
Generator,p114 onwind,p114,Onshore Wind,0.001,,1.645,,1.645,0.0,0.138,0.472,140.272,-21.231,50.962,30.632
Generator,p114 solar,p114,Solar,1297.695,,1775521.086,,1775521.086,0.0,0.156,5.931,52395803.486,18238.284,61282306.632,34.515
Generator,p114 solar existing,p114,Solar,280.0,280.0,383093.11,,383093.11,0.0,0.156,7.41,2608961.6,3595.754,13222694.637,34.516
Generator,p115 biomass,p115,Biomass,0.0,0.0,,,,0.0,,42048.0,0.0,,,
Generator,p115 hydro,p115,Reservoir & Dam,159.845,159.845,304543.705,,304543.705,0.0,0.217,3.911,28663254.472,2845.028,13858910.142,45.507
Generator,p115 hydrogen_ct_2050,p115,Hydrogen Combustion Turbine,1581.885,,687636.216,,687636.216,0.0,0.05,13169677.807,151800269.167,138413907.372,290214114.416,422.046
Generator,p115 nuclear,p115,Nuclear,0.004,,20.747,,20.747,0.0,0.602,13.572,1466.448,276.06,1597.577,76.949
Generator,p115 nuclear existing,p115,Nuclear,0.0,0.0,,,,0.0,,,0.0,,,
Generator,p115 nuclear_2050,p115,Nuclear,2747.006,,19254642.237,,19254642.237,0.0,0.8,3966131.091,940308845.787,218907680.19,1159216466.366,60.205
Generator,p115 onwind,p115,Onshore Wind,0.002,,2.394,,2.394,0.0,0.163,0.65,172.303,-30.911,67.012,28.333
Generator,p115 onwind existing,p115,Onshore Wind,0.0,0.0,,,,0.0,,120050.356,0.0,,,
Generator,p115 solar,p115,Solar,1549.776,,2032839.875,,2032839.875,0.0,0.15,2.194,65613876.255,21824.89,70884885.491,34.87
Generator,p115 solar existing,p115,Solar,103.6,103.6,135889.949,,135889.949,0.0,0.15,2.19,965315.792,1403.903,4738516.091,34.87
Generator,p116 hydro,p116,Reservoir & Dam,519.375,519.375,989543.595,,989543.595,0.0,0.217,5.622,93133879.745,8990.635,44759367.992,45.232
Generator,p116 hydrogen_ct_2050,p116,Hydrogen Combustion Turbine,60.951,,29273.756,,29273.756,0.0,0.055,504656.135,5848947.421,5892539.826,11741416.828,401.091
Generator,p116 nuclear_2050,p116,Nuclear,1718.964,,11905367.305,,11905367.305,0.0,0.791,2625246.858,588406976.755,135348130.858,723755045.031,60.792
Generator,p116 onwind,p116,Onshore Wind,0.001,,1.643,,1.643,0.0,0.143,0.472,136.544,-21.216,46.839,28.158
Generator,p116 onwind existing,p116,Onshore Wind,0.0,0.0,,,,0.0,,1349750.942,0.0,,,
Generator,p116 solar,p116,Solar,4502.944,,6185611.979,,6185611.979,0.0,0.157,3.594,198004742.332,60246.893,208117588.664,33.645
Generator,p116 solar existing,p116,Solar,200.8,200.8,275831.541,,275831.541,0.0,0.157,3.925,1870998.176,2612.477,9280575.42,33.646
Generator,p117 biomass,p117,Biomass,0.0,0.0,,,,0.0,,28032.0,0.0,,,
Generator,p117 hydro,p117,Reservoir & Dam,480.664,480.664,915787.289,,915787.289,0.0,0.217,6.736,86192226.849,9214.339,41438486.419,45.249
Generator,p117 hydrogen_ct_2050,p117,Hydrogen Combustion Turbine,0.108,,55.206,,55.206,0.0,0.058,893.862,10396.581,11112.392,21432.281,388.351
Generator,p117 nuclear_2050,p117,Nuclear,1642.083,,11677401.748,,11677401.748,0.0,0.812,2203321.976,562090121.632,132770546.893,694860606.869,59.505
Generator,p117 onwind,p117,Onshore Wind,0.003,,2.067,,2.067,0.0,0.096,1.293,257.692,-26.684,74.999,35.667
Generator,p117 solar,p117,Solar,1136.183,,1572280.32,,1572280.32,0.0,0.158,4.028,49910769.84,15116.698,53359148.786,33.937
Generator,p118 biomass,p118,Biomass,0.0,0.0,,,,0.0,,108602.1,0.0,,,
Generator,p118 hydro,p118,Reservoir & Dam,409.08,409.08,779401.12,,779401.12,0.0,0.217,6.918,73355921.298,7473.356,35272125.014,45.255
Generator,p118 hydrogen_ct_2050,p118,Hydrogen Combustion Turbine,0.019,,11.147,,11.147,0.0,0.067,154.078,1809.959,2243.863,3974.677,357.268
Generator,p118 nuclear_2050,p118,Nuclear,1754.317,,12572254.774,,12572254.774,0.0,0.818,2257200.789,600508348.586,142945929.143,743454213.547,59.135
Generator,p118 onwind,p118,Onshore Wind,0.003,,1.81,,1.81,0.0,0.063,1.576,339.471,-23.365,63.643,34.619
Generator,p118 solar,p118,Solar,5349.242,,7676701.126,,7676701.126,0.0,0.164,4.845,222976615.294,77665.152,250863337.099,32.679
Generator,p118 solar existing,p118,Solar,250.7,250.7,359774.707,,359774.707,0.0,0.164,5.283,2335952.404,3871.676,11757052.477,32.679
Generator,p119 biomass,p119,Biomass,0.0,0.0,,,,0.0,,429047.28,0.0,,,
Generator,p119 hydrogen_ct_2050,p119,Hydrogen Combustion Turbine,49.886,,19314.607,,19314.607,0.0,0.044,417687.225,4787146.734,3887838.076,8674907.845,449.138
Generator,p119 nuclear_2050,p119,Nuclear,353.469,,2603043.557,,2603043.557,0.0,0.841,384868.791,120993404.107,29592348.756,150585672.464,57.85
Generator,p119 onwind,p119,Onshore Wind,0.002,,2.821,,2.821,0.0,0.155,1.011,215.058,-36.417,86.315,30.781
Generator,p119 onwind existing,p119,Onshore Wind,0.0,0.0,,,,0.0,,328863.075,0.0,,,
Generator,p119 solar,p119,Solar,290.907,,376213.701,,376213.701,0.0,0.148,1.92,12316300.794,3874.738,13834192.244,36.772
Generator,p119 solar existing,p119,Solar,36.5,36.5,47201.764,,47201.764,0.0,0.148,1.935,340096.78,490.715,1735753.575,36.773
Generator,p12 biomass,p12,Biomass,0.0,0.0,,,,0.0,,28032.0,0.0,,,
Generator,p12 geothermal,p12,Geothermal,927.8,927.8,6486155.155,,6486155.155,0.0,0.798,178967.468,361435696.306,19342530.84,305653293.277,47.124
Generator,p12 hydrogen_ct_2050,p12,Hydrogen Combustion Turbine,249.523,,101346.086,,101346.086,0.0,0.046,2084475.471,23944633.138,20400033.091,44344598.505,437.556
Generator,p12 nuclear_2050,p12,Nuclear,774.94,,4470865.092,,4470865.092,0.0,0.659,2079794.692,265264349.902,50833542.883,316097819.477,70.702
Generator,p12 onwind,p12,Onshore Wind,0.0,,0.197,,0.197,0.0,0.053,0.052,40.122,-2.541,10.216,58.5
Generator,p12 onwind existing,p12,Onshore Wind,0.0,0.0,,,,0.0,,89464.969,0.0,,,
Generator,p12 solar,p12,Solar,982.517,,1808690.705,,1808690.705,0.0,0.21,40.215,43524720.485,17060.903,43541745.501,24.074
Generator,p12 solar existing,p12,Solar,1419.4,1419.4,2612926.97,,2612926.97,0.0,0.21,69.552,13225571.768,27407.618,62902913.709,24.074
Generator,p120 biomass,p120,Biomass,0.0,0.0,,,,0.0,,182208.0,0.0,,,
Generator,p120 hydrogen_ct_2050,p120,Hydrogen Combustion Turbine,39.721,,19549.813,,19549.813,0.0,0.056,328409.45,3811727.849,3935192.699,7746846.914,396.263
Generator,p120 nuclear_2050,p120,Nuclear,0.114,,791.055,,791.055,0.0,0.793,171.316,38970.485,8993.639,47848.051,60.488
Generator,p120 onwind,p120,Onshore Wind,0.001,,0.717,,0.717,0.0,0.096,0.247,86.124,-9.257,22.742,32.5
Generator,p120 solar,p120,Solar,999.383,,1364940.51,,1364940.51,0.0,0.156,3.017,42311515.112,13246.916,46444751.07,34.027
Generator,p120 solar existing,p120,Solar,408.6,408.6,558056.648,,558056.648,0.0,0.156,3.616,3807220.392,5101.536,18989028.319,34.027
Generator,p121 hydro,p121,Reservoir & Dam,41.432,41.432,78934.913,,78934.913,0.0,0.217,5.122,7429637.221,738.803,3590941.936,45.492
Generator,p121 hydrogen_ct_2050,p121,Hydrogen Combustion Turbine,0.032,,15.459,,15.459,0.0,0.055,263.796,3059.107,3111.824,6095.216,395.341
Generator,p121 nuclear_2050,p121,Nuclear,0.035,,238.137,,238.137,0.0,0.773,59.166,12039.066,2707.554,14637.781,61.478
Generator,p121 onwind,p121,Onshore Wind,0.002,,2.36,,2.36,0.0,0.165,0.579,169.086,-30.467,67.469,28.519
Generator,p121 onwind existing,p121,Onshore Wind,0.0,0.0,,,,0.0,,340125.189,0.0,,,
Generator,p121 solar,p121,Solar,1111.827,,1533715.254,,1533715.254,0.0,0.157,3.048,47072118.744,16063.837,52143705.779,33.998
Generator,p121 solar existing,p121,Solar,348.7,348.7,481013.479,,481013.479,0.0,0.157,3.529,3249088.964,4802.007,16353710.093,33.998
Generator,p122 biomass,p122,Biomass,0.0,0.0,,,,0.0,,998856.065,0.0,,,
Generator,p122 hydro,p122,Reservoir & Dam,3155.615,3155.615,4899860.194,,4899860.194,0.0,0.177,3.754,565862420.905,50244.872,207214039.912,42.29
Generator,p122 hydrogen_ct_2050,p122,Hydrogen Combustion Turbine,3295.404,,1267754.429,,1267754.429,0.0,0.044,27599988.492,316232362.084,255185779.246,571418084.954,450.732
