,,,,Optimal Capacity,Installed Capacity,Supply,Withdrawal,Energy Balance,Transmission,Capacity Factor,Curtailment,Capital Expenditure,Operational Expenditure,Revenue,Market Value
,,,,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050
Generator,p1 biomass,p1,Biomass,0.0,0.0,,,,0.0,,294991.488,0.0,,,
Generator,p1 hydro,p1,Reservoir & Dam,4577.9,4577.9,16680984.779,,16680984.779,0.0,0.416,323.157,876221789.496,171301.639,704691979.876,42.245
Generator,p1 hydrogen_ct_2050,p1,Hydrogen Combustion Turbine,679.202,,310981.508,,310981.508,0.0,0.052,5638830.839,65177357.912,62597494.762,127774761.609,410.876
Generator,p1 nuclear_2050,p1,Nuclear,6991.982,,36529013.832,,36529013.832,0.0,0.596,22575049.372,2393377372.457,415333045.545,2808710334.822,76.89
Generator,p1 onwind,p1,Onshore Wind,0.005,,2.53,,2.53,0.0,0.059,0.85,515.335,-32.665,208.645,82.138
Generator,p1 onwind existing,p1,Onshore Wind,0.0,0.0,,,,0.0,,411803.526,0.0,,,
Generator,p1 solar,p1,Solar,6231.337,,9259006.451,,9259006.451,0.0,0.17,389.802,261782884.679,83622.632,261866443.809,28.282
Generator,p1 solar existing,p1,Solar,11.0,11.0,16000.056,,16000.056,0.0,0.166,345.297,102494.92,150.596,462226.73,28.889
Generator,p10 biomass,p10,Biomass,0.0,0.0,,,,0.0,,2552775.809,0.0,,,
Generator,p10 geothermal,p10,Geothermal,1106.9,1106.9,6966092.157,,6966092.157,0.0,0.718,1366144.911,447768184.622,21504755.465,401031053.582,57.569
Generator,p10 hydro,p10,Reservoir & Dam,2622.61,2622.61,5610044.446,,5610044.446,0.0,0.244,24870.033,487185683.104,60389.616,302664799.535,53.951
Generator,p10 hydrogen_ct_2050,p10,Hydrogen Combustion Turbine,2313.27,,749104.855,,749104.855,0.0,0.037,19515142.841,221985173.287,150786583.907,372771677.736,497.623
Generator,p10 nuclear_2050,p10,Nuclear,12558.824,,68059874.467,,68059874.467,0.0,0.619,38101380.243,4298925168.298,773822719.993,5072747828.552,74.534
Generator,p10 offwind,p10,Fixed Bottom Offshore Wind,0.001,,3.678,,3.678,0.0,0.328,1.391,285.371,0.039,181.724,49.381
Generator,p10 onwind,p10,Onshore Wind,0.002,,1.381,,1.381,0.0,0.075,0.416,228.073,-17.827,74.487,53.125
Generator,p10 onwind existing,p10,Onshore Wind,0.0,0.0,,,,0.0,,3455533.778,0.0,,,
Generator,p10 solar,p10,Solar,53477.675,,101099341.908,,101099341.908,0.0,0.216,42267.731,2302582075.855,978459.496,2303560520.429,22.785
Generator,p10 solar existing,p10,Solar,0.0,0.0,,,,0.0,,34307371.226,0.0,,,
Generator,p100 biomass,p100,Biomass,0.0,0.0,,,,0.0,,17520.0,0.0,,,
Generator,p100 hydro,p100,Reservoir & Dam,3.852,3.852,7326.169,,7326.169,0.0,0.217,13.763,690815.011,69.526,333273.946,45.491
Generator,p100 hydrogen_ct_2050,p100,Hydrogen Combustion Turbine,90.069,,40956.331,,40956.331,0.0,0.052,748048.876,8643175.907,8244120.713,16887201.689,412.322
Generator,p100 nuclear_2050,p100,Nuclear,318.581,,2241737.562,,2241737.562,0.0,0.803,451265.2,109051248.327,25487092.79,134538238.886,60.015
Generator,p100 onwind,p100,Onshore Wind,0.001,,0.693,,0.693,0.0,0.087,0.152,94.033,-8.944,37.65,53.75
Generator,p100 solar,p100,Solar,1736.498,,2416582.477,,2416582.477,0.0,0.159,15.144,72383803.82,25717.121,79875473.058,33.053
Generator,p100 solar existing,p100,Solar,218.9,218.9,304616.629,,304616.629,0.0,0.159,15.562,2039648.908,2924.961,10068942.038,33.054
Generator,p101 biomass,p101,Biomass,0.0,0.0,,,,0.0,,3484493.638,0.0,,,
Generator,p101 hydrogen_ct_2050,p101,Hydrogen Combustion Turbine,6251.987,,2428675.731,,2428675.731,0.0,0.044,52338734.138,599950866.808,488870463.076,1088821257.285,448.319
Generator,p101 nuclear_2050,p101,Nuclear,12067.191,,89787607.666,,89787607.666,0.0,0.849,12217815.89,4130637715.469,1020867018.362,5151504676.39,57.374
Generator,p101 offwind,p101,Fixed Bottom Offshore Wind,0.001,,2.995,,2.995,0.0,0.276,1.092,273.689,0.028,170.483,57.235
Generator,p101 onwind,p101,Onshore Wind,0.004,,3.574,,3.574,0.0,0.105,1.702,400.583,-46.14,188.106,52.366
Generator,p101 solar,p101,Solar,51481.143,,77015685.793,,77015685.793,0.0,0.171,515484.576,2103851748.414,763814.012,2104615531.805,27.327
Generator,p101 solar existing,p101,Solar,7477.0,7477.0,11258623.596,,11258623.596,0.0,0.172,1821.144,69668592.44,109528.111,305670105.233,27.15
Generator,p101 waste,p101,Waste,0.0,0.0,,,,0.0,,2011278.48,0.0,,,
Generator,p102 biomass,p102,Biomass,0.0,0.0,,,,0.0,,1072654.464,0.0,,,
Generator,p102 hydrogen_ct_2050,p102,Hydrogen Combustion Turbine,494.156,,143524.836,,143524.836,0.0,0.033,4185283.549,47420032.261,28890176.314,76310118.182,531.686
Generator,p102 nuclear,p102,Nuclear,8757.067,,38420651.184,,38420651.184,0.0,0.501,37169124.484,2922417480.65,502556041.197,3424973459.409,89.144
Generator,p102 nuclear existing,p102,Nuclear,0.0,0.0,,,,0.0,,,0.0,,,
Generator,p102 nuclear_2050,p102,Nuclear,0.035,,255.117,,255.117,0.0,0.828,42.373,12046.609,2900.675,14810.985,58.061
Generator,p102 offwind,p102,Fixed Bottom Offshore Wind,0.001,,2.344,,2.344,0.0,0.265,0.954,225.996,0.022,131.869,55.741
Generator,p102 onwind,p102,Onshore Wind,0.016,,26.632,,26.632,0.0,0.191,1.518,1631.618,-343.828,1177.941,44.234
Generator,p102 solar,p102,Solar,45067.515,,68176732.655,,68176732.655,0.0,0.173,1074810.825,1841749513.231,615614.158,1908944034.414,28.0
Generator,p102 solar existing,p102,Solar,2099.3,2099.3,2965811.296,,2965811.296,0.0,0.161,260010.381,19560689.596,31092.145,88919012.468,29.981
Generator,p102 waste,p102,Waste,224.3,224.3,1622383.033,,1622383.033,0.0,0.826,66373.675,,3306610.456,85812525.299,52.893
Generator,p103 biomass,p103,Biomass,0.0,0.0,,,,0.0,,2512923.569,0.0,,,
Generator,p103 hydro,p103,Reservoir & Dam,2312.34,2312.34,3292706.273,,3292706.273,0.0,0.163,174.138,414646990.055,33210.162,111820390.5,33.96
