Time,Mean Hourly Price (USD)
2050-01-04 00:00:00,350.4430187341002
2050-01-04 03:00:00,344.9163596549901
2050-01-04 06:00:00,341.6107686789723
2050-01-04 09:00:00,345.2072719888608
2050-01-04 12:00:00,362.8260318702193
2050-07-06 21:00:00,461.7970238893241
2050-07-07 00:00:00,639.4795194613534
2050-07-07 03:00:00,596.9594416625569
2050-07-07 06:00:00,239.4112528693915
2050-07-07 09:00:00,242.63149318610573
2050-07-07 12:00:00,241.78155941808413
2050-07-07 21:00:00,660.5693114011256
2050-07-08 00:00:00,914.3509814281832
2050-07-08 03:00:00,861.9411273623111
2050-07-17 21:00:00,520.7456689392019
2050-07-18 00:00:00,716.7300290633442
2050-07-18 03:00:00,643.0955594093361
2050-07-18 21:00:00,301.68380653851324
2050-07-19 00:00:00,394.57456720034475
2050-08-03 00:00:00,238.9047821384086
2050-08-03 03:00:00,235.2451952688279
2050-08-03 21:00:00,575.8653350702943
2050-08-04 00:00:00,5837.4995320499265
2050-08-04 03:00:00,5284.123894932762
2050-08-04 06:00:00,1017.7592109216604
2050-08-04 09:00:00,1151.6315272186946
2050-08-04 12:00:00,1075.3475955360311
2050-08-04 21:00:00,553.2026430810822
2050-08-05 00:00:00,746.2914409876358
2050-08-05 03:00:00,712.1409017401945
2050-08-08 00:00:00,1837.4631400580872
2050-08-08 03:00:00,1857.3076296718714
2050-08-08 06:00:00,1776.2906014936357
2050-08-08 09:00:00,1754.6202007987633
2050-08-08 12:00:00,1761.6356152324568
2050-09-06 00:00:00,603.5970191543873
