Time,Mean Hourly Price (USD)
2050-01-03 22:00:00,275.13461329133366
2050-01-04 00:00:00,278.094328697947
2050-01-04 02:00:00,273.1435563476971
2050-01-04 04:00:00,268.49248601655137
2050-01-04 06:00:00,269.80934709390993
2050-01-04 08:00:00,285.6396293443152
2050-01-04 10:00:00,297.4789936393221
2050-01-04 12:00:00,287.8017265976585
2050-07-06 22:00:00,761.9412107941205
2050-07-07 00:00:00,885.9012616339556
2050-07-07 02:00:00,842.7013292591662
2050-07-07 04:00:00,775.9669484737273
2050-07-07 12:00:00,250.6043467207889
2050-07-07 22:00:00,718.2707545907986
2050-07-08 00:00:00,876.135888751949
2050-07-08 02:00:00,863.8615137256934
2050-07-08 04:00:00,806.9439104365039
2050-07-17 22:00:00,688.7773591965779
2050-07-18 00:00:00,778.5119197525955
2050-07-18 02:00:00,782.6561511490765
2050-07-18 22:00:00,313.11525571669415
2050-07-19 00:00:00,526.0826651014823
2050-07-19 02:00:00,327.69396400409533
2050-08-03 00:00:00,234.47881828335238
2050-08-03 02:00:00,233.13404093930933
2050-08-03 22:00:00,2663.185485764178
2050-08-04 00:00:00,8097.391879104101
2050-08-04 02:00:00,3103.7717075426303
2050-08-04 04:00:00,2967.26364950051
2050-08-04 06:00:00,1829.7826635071099
2050-08-04 08:00:00,1764.1335195710296
2050-08-04 10:00:00,2042.6442727369717
2050-08-04 12:00:00,2007.0216981134297
2050-08-04 14:00:00,349.5382416494744
2050-08-05 00:00:00,269.8116465383385
2050-08-05 02:00:00,267.7366284885897
2050-08-05 04:00:00,261.03614204593725
2050-08-08 00:00:00,1688.916216585274
2050-08-08 02:00:00,1774.634745329259
2050-08-08 04:00:00,1759.6517646980974
2050-08-08 06:00:00,1679.9434430986037
2050-08-08 08:00:00,1651.834212852475
2050-08-08 10:00:00,1651.259186430692
2050-08-08 12:00:00,1661.482880180388
2050-08-08 14:00:00,1554.533222647583
2050-09-06 00:00:00,541.3985438090125
2050-09-06 02:00:00,539.6096571642647
2050-09-06 04:00:00,237.59913366639518
