Region,Carrier,2050
ERCOT,4Hr_Battery_Storage,10465545.043
ERCOT,8Hr_Battery_Storage,11107258.481
ERCOT,Battery Storage,3932262.705
ERCOT,Biomass,0.0
ERCOT,Fixed Bottom Offshore Wind,6.604
ERCOT,Floating Offshore Wind,1.285
ERCOT,Hydrogen Combustion Turbine,6861788.038000001
ERCOT,Nuclear,209854237.814
ERCOT,Onshore Wind,122340494.789
ERCOT,Reservoir & Dam,1039171.7739999999
ERCOT,Solar,147070928.031
MISO,4Hr_Battery_Storage,45349975.84
MISO,8Hr_Battery_Storage,21736609.859
MISO,Battery Storage,602836.865
MISO,Biomass,0.0
MISO,Fixed Bottom Offshore Wind,10.231
MISO,Floating Offshore Wind,1.27
MISO,Hydrogen Combustion Turbine,17700383.378
MISO,Nuclear,242062942.428
MISO,Onshore Wind,303362010.04899997
MISO,Reservoir & Dam,13417314.186
MISO,Solar,287925873.781
MISO,Waste,0.0
NPCC_NE,4Hr_Battery_Storage,2573710.131
NPCC_NE,8Hr_Battery_Storage,1772301.3369999998
NPCC_NE,Battery Storage,261290.032
NPCC_NE,Biomass,0.0
NPCC_NE,Fixed Bottom Offshore Wind,17715110.507
NPCC_NE,Floating Offshore Wind,10.849
NPCC_NE,Hydrogen Combustion Turbine,2127707.5209999997
NPCC_NE,Nuclear,83333537.568
NPCC_NE,Onshore Wind,51.366
NPCC_NE,Reservoir & Dam,8564760.429000001
NPCC_NE,Solar,19713514.934
NPCC_NE,Waste,0.0
NPCC_NY,4Hr_Battery_Storage,728527.8239999999
NPCC_NY,8Hr_Battery_Storage,774074.7
NPCC_NY,Battery Storage,90058.83600000001
NPCC_NY,Biomass,26275.291
NPCC_NY,Fixed Bottom Offshore Wind,39.602
NPCC_NY,Floating Offshore Wind,3.257
NPCC_NY,Hydrogen Combustion Turbine,2843112.627
NPCC_NY,Nuclear,103897941.383
NPCC_NY,Onshore Wind,3750649.091
NPCC_NY,Reservoir & Dam,27632288.274
NPCC_NY,Solar,14176770.609
NPCC_NY,Waste,0.0
PJM,4Hr_Battery_Storage,16677605.308
PJM,8Hr_Battery_Storage,5853074.51
PJM,Battery Storage,78319.49799999999
PJM,Biomass,0.0
PJM,Fixed Bottom Offshore Wind,75908841.623
PJM,Floating Offshore Wind,17.895
PJM,Hydrogen Combustion Turbine,12746835.574000001
PJM,Nuclear,604388113.097
PJM,Onshore Wind,107620209.006
PJM,Reservoir & Dam,17090858.213
PJM,Solar,166957329.599
PJM,Waste,0.0
SERC,4Hr_Battery_Storage,36438391.216
SERC,8Hr_Battery_Storage,2550376.242
SERC,Battery Storage,984145.814
SERC,Biomass,0.0
SERC,Fixed Bottom Offshore Wind,66728817.601
SERC,Floating Offshore Wind,4.031000000000001
SERC,Hydrogen Combustion Turbine,10754518.068
SERC,Nuclear,612229267.1850001
SERC,Onshore Wind,37.001
SERC,Reservoir & Dam,36817407.659
SERC,Solar,303812618.146
SERC,Waste,1666807.001
SPP,4Hr_Battery_Storage,22179012.193
SPP,8Hr_Battery_Storage,14274999.631000001
SPP,Battery Storage,76594.075
SPP,Biomass,0.0
SPP,Hydrogen Combustion Turbine,5638205.428
SPP,Nuclear,35221058.323
SPP,Onshore Wind,163463026.18
SPP,Reservoir & Dam,9624315.615
SPP,Solar,114261209.041
WECC_CA,4Hr_Battery_Storage,545.835
WECC_CA,8Hr_Battery_Storage,21175926.16
WECC_CA,Battery Storage,12393655.316
WECC_CA,Biomass,0.0
WECC_CA,Fixed Bottom Offshore Wind,9.656
WECC_CA,Floating Offshore Wind,8069645.543
WECC_CA,Geothermal,8052763.745
WECC_CA,Hydrogen Combustion Turbine,3357785.073
WECC_CA,Nuclear,150985353.301
WECC_CA,Onshore Wind,8.377
WECC_CA,Reservoir & Dam,27741526.872
WECC_CA,Solar,158066909.36299998
WECC_NWPP,4Hr_Battery_Storage,3577736.846
WECC_NWPP,8Hr_Battery_Storage,21059005.347000003
WECC_NWPP,Battery Storage,2873205.398
WECC_NWPP,Biomass,0.0
WECC_NWPP,Fixed Bottom Offshore Wind,489961.05
WECC_NWPP,Floating Offshore Wind,36218538.141
WECC_NWPP,Geothermal,7363994.047
WECC_NWPP,Hydrogen Combustion Turbine,5074770.044
WECC_NWPP,Nuclear,106650048.983
WECC_NWPP,Onshore Wind,104037456.00400001
WECC_NWPP,Reservoir & Dam,135218034.557
WECC_NWPP,Solar,99084460.49599999
WECC_NWPP,Waste,0.0
WECC_SRSG,4Hr_Battery_Storage,184347.63799999998
WECC_SRSG,8Hr_Battery_Storage,3827740.9370000004
WECC_SRSG,Battery Storage,2758482.989
WECC_SRSG,Biomass,0.0
WECC_SRSG,Geothermal,105756.009
WECC_SRSG,Hydrogen Combustion Turbine,1350035.741
WECC_SRSG,Nuclear,97382168.476
WECC_SRSG,Onshore Wind,10489528.864999998
WECC_SRSG,Reservoir & Dam,4707663.461
WECC_SRSG,Solar,37257227.275
