Time,Mean Hourly Price (USD)
2050-01-03 22:00:00,342.77781095137647
2050-01-03 23:00:00,552.7324338798402
2050-01-04 00:00:00,605.5718478878465
2050-01-04 01:00:00,605.1680734233399
2050-01-04 02:00:00,599.6963662021457
2050-01-04 03:00:00,584.8572665451228
2050-01-04 04:00:00,545.8838605303713
2050-01-04 05:00:00,554.7587769455075
2050-01-04 06:00:00,583.2243243125563
2050-01-04 07:00:00,594.7901909554536
2050-01-04 08:00:00,609.5310039495948
2050-01-04 09:00:00,617.0907517697924
2050-01-04 10:00:00,619.4671129105437
2050-01-04 11:00:00,692.0218663355832
2050-01-04 12:00:00,621.6716979598683
2050-01-04 13:00:00,621.8681151834128
2050-07-17 23:00:00,291.33361408631964
2050-07-18 00:00:00,297.3143655618463
2050-07-18 01:00:00,298.38166957203583
2050-07-18 02:00:00,297.80079851941696
2050-07-18 03:00:00,297.5533460810947
2050-07-18 04:00:00,292.48576930848856
2050-07-18 05:00:00,260.28098994086656
2050-07-18 06:00:00,251.25543961787432
2050-07-18 07:00:00,247.48843461393133
2050-07-18 08:00:00,246.11542846823534
2050-07-18 09:00:00,247.67332203749478
2050-07-18 10:00:00,250.05877714982327
2050-07-18 11:00:00,260.7051459879916
2050-07-18 12:00:00,268.7088885795705
2050-07-18 13:00:00,267.93213797589357
2050-07-18 14:00:00,251.01656625594381
2050-07-18 21:00:00,1417.5973194965447
2050-07-18 22:00:00,2341.3391905388344
2050-07-18 23:00:00,3342.2234621381403
2050-07-19 00:00:00,3678.0709066479685
2050-07-19 01:00:00,3879.891705004554
2050-07-19 02:00:00,3931.95385079685
2050-07-19 03:00:00,3647.9343454820755
2050-07-19 04:00:00,3058.9652877529256
2050-07-19 05:00:00,2819.5307716009966
2050-07-19 06:00:00,919.5201293039011
2050-07-19 07:00:00,867.2912730817561
2050-07-19 08:00:00,734.9313563969604
2050-07-19 09:00:00,732.5751268646937
2050-07-19 10:00:00,802.3176263202087
2050-07-19 11:00:00,813.3134865768723
2050-07-19 12:00:00,823.9292649470972
2050-07-24 23:00:00,1884.2124913902019
2050-07-25 00:00:00,1915.4144668094511
2050-07-25 01:00:00,12397.671628123404
2050-07-25 02:00:00,1931.4842052114104
2050-07-25 03:00:00,1901.7527659132727
2050-07-25 04:00:00,1861.4273306754226
2050-08-08 01:00:00,432.9754666019805
2050-08-08 02:00:00,434.63529260243683
2050-08-08 03:00:00,442.1890765908569
2050-08-08 04:00:00,434.10679673209796
2050-08-08 05:00:00,430.4218146398298
2050-08-08 06:00:00,429.8194153168888
2050-08-08 07:00:00,426.7307838726203
2050-08-08 08:00:00,425.35023657562465
2050-08-08 09:00:00,425.713656874709
2050-08-08 10:00:00,421.99105520745
2050-08-08 11:00:00,423.03163745645423
2050-08-08 12:00:00,424.23776561484374
2050-08-08 13:00:00,428.5383965621341
2050-08-08 14:00:00,420.76811404272377
2050-08-08 15:00:00,364.0811429979297
2050-08-09 00:00:00,393.5733365955971
2050-08-09 01:00:00,1409.3373894271153
2050-08-09 02:00:00,1418.7040940780767
2050-08-09 03:00:00,3441.687271795187
2050-08-09 04:00:00,1412.43388117671
2050-08-09 05:00:00,1406.1712034993714
2050-08-09 06:00:00,1394.045368487099
2050-08-09 07:00:00,1390.22010407477
2050-08-09 08:00:00,1387.7944485172568
2050-08-09 09:00:00,1386.492941362329
2050-08-09 10:00:00,1366.7324121013442
2050-08-09 11:00:00,1367.5005423165908
2050-08-09 12:00:00,1389.7061922895277
2050-08-09 13:00:00,1397.9431837673462
2050-08-09 14:00:00,1396.0286491391332
2050-08-17 23:00:00,359.0079861035918
2050-08-18 00:00:00,363.37930896854823
2050-08-18 01:00:00,369.1887222034363
2050-08-18 02:00:00,367.88360082311414
2050-08-18 03:00:00,367.39215723430027
2050-08-18 04:00:00,364.7367612602862
2050-08-18 05:00:00,363.08737287675575
2050-08-18 06:00:00,359.1383022591793
2050-08-18 07:00:00,345.4243593045102
2050-08-18 08:00:00,329.66693474134473
2050-08-18 09:00:00,329.35777386454885
2050-08-18 10:00:00,340.09724501024857
2050-08-18 11:00:00,362.2177245514834
2050-08-18 12:00:00,356.5435074306002
2050-08-18 13:00:00,355.7985638633499
2050-08-18 14:00:00,285.86330937891586
2050-09-06 00:00:00,622.8286939183103
2050-09-06 01:00:00,626.3340215511714
2050-09-06 02:00:00,625.8473643289562
2050-09-06 03:00:00,624.5019670991892
2050-09-06 04:00:00,621.6469579306244
