,,,,Optimal Capacity,Installed Capacity,Supply,Withdrawal,Energy Balance,Transmission,Capacity Factor,Curtailment,Capital Expenditure,Operational Expenditure,Revenue,Market Value
Generator,p103 hydrogen_ct_2050,p103,Hydrogen Combustion Turbine,6520.536,,3122783.538,,3122783.538,0.0,0.055,53997115.719,625721266.591,628584093.466,1254305291.15,401.663
Generator,p103 nuclear,p103,Nuclear,0.007,,29.676,,29.676,0.0,0.489,27.967,2475.052,394.887,2628.243,88.504
Generator,p103 nuclear existing,p103,Nuclear,0.0,0.0,,,,0.0,,,0.0,,,
Generator,p103 nuclear_2050,p103,Nuclear,6091.759,,34105162.231,,34105162.231,0.0,0.639,17389208.372,2085228235.218,387745399.609,2472973578.739,72.51
Generator,p103 onwind,p103,Onshore Wind,8101.154,,21817041.801,,21817041.801,0.0,0.307,2.386,833553025.738,-281655853.557,551897112.775,25.297
Generator,p103 onwind existing,p103,Onshore Wind,0.0,0.0,,,,0.0,,9421735.478,0.0,,,
Generator,p103 solar,p103,Solar,28686.024,,40309168.154,,40309168.154,0.0,0.16,602644.168,1228565998.296,365002.979,1493848367.976,37.06
Generator,p103 solar existing,p103,Solar,2391.4,2391.4,3117615.501,,3117615.501,0.0,0.149,292982.916,22282395.608,31992.821,124531820.702,39.945
Generator,p103 waste,p103,Waste,0.0,0.0,,,,0.0,,137496.96,0.0,,,
Generator,p104 biomass,p104,Biomass,0.0,0.0,,,,0.0,,75321.984,0.0,,,
Generator,p104 hydro,p104,Reservoir & Dam,34.642,34.642,72240.172,,72240.172,0.0,0.238,1206.168,6212026.89,712.413,2979685.036,41.247
Generator,p104 hydrogen_ct_2050,p104,Hydrogen Combustion Turbine,344.863,,142018.501,,142018.501,0.0,0.047,2878977.557,33093571.659,28586995.208,61680483.334,434.313
Generator,p104 nuclear,p104,Nuclear,0.007,,29.986,,29.986,0.0,0.477,30.477,2563.657,398.98,2718.522,90.74
Generator,p104 nuclear existing,p104,Nuclear,0.0,0.0,,,,0.0,,,0.0,,,
Generator,p104 nuclear_2050,p104,Nuclear,830.037,,4435315.711,,4435315.711,0.0,0.61,2581083.402,284124135.641,50420794.467,334544851.863,75.428
Generator,p104 onwind,p104,Onshore Wind,0.171,,451.925,,451.925,0.0,0.301,2.249,17633.064,-5834.418,11686.646,25.859
Generator,p104 solar,p104,Solar,1808.248,,2571743.903,,2571743.903,0.0,0.162,48801.699,77443705.885,23309.865,96505688.098,37.525
Generator,p104 solar existing,p104,Solar,0.0,0.0,,,,0.0,,8115.621,0.0,,,
Generator,p105 biomass,p105,Biomass,0.0,0.0,,,,0.0,,362664.0,0.0,,,
Generator,p105 hydro,p105,Reservoir & Dam,27.298,27.298,123858.174,,123858.174,0.0,0.518,2327.889,4895056.663,1336.031,7741536.631,62.503
Generator,p105 hydrogen_ct_2050,p105,Hydrogen Combustion Turbine,3951.38,,2212034.164,,2212034.164,0.0,0.064,32402051.213,379180804.331,445260174.615,824440904.183,372.707
Generator,p105 nuclear_2050,p105,Nuclear,507.085,,2580574.8,,2580574.8,0.0,0.581,1705874.695,173576750.435,29340349.163,202917019.781,78.632
Generator,p105 onwind,p105,Onshore Wind,25632.811,,74630744.043,,74630744.043,0.0,0.332,2.394,2667143106.48,-963452850.337,1703690213.512,22.828
Generator,p105 onwind existing,p105,Onshore Wind,0.0,0.0,,,,0.0,,11182320.472,0.0,,,
Generator,p105 solar,p105,Solar,8283.537,,11728086.576,,11728086.576,0.0,0.162,785378.362,350705416.342,122149.924,445685430.979,38.002
Generator,p105 solar existing,p105,Solar,3894.2,3894.2,5667803.114,,5667803.114,0.0,0.166,214941.463,36285065.224,56698.851,209524163.865,36.967
Generator,p106 hydrogen_ct_2050,p106,Hydrogen Combustion Turbine,494.977,,232509.901,,232509.901,0.0,0.054,4103488.785,47498798.574,46801692.431,94300409.357,405.576
Generator,p106 nuclear_2050,p106,Nuclear,2395.477,,13459641.895,,13459641.895,0.0,0.641,6789611.586,819979244.417,153034026.482,973013206.579,72.291
Generator,p106 onwind,p106,Onshore Wind,0.004,,8.686,,8.686,0.0,0.243,1.226,424.716,-112.134,216.617,24.98
Generator,p106 solar,p106,Solar,519.335,,784748.44,,784748.44,0.0,0.172,347.494,21987403.997,8569.357,28148120.562,35.869
Generator,p106 solar existing,p106,Solar,0.0,0.0,,,,0.0,,141649.481,0.0,,,
Generator,p106 waste,p106,Waste,0.0,0.0,,,,0.0,,43786.86,0.0,,,
Generator,p107 biomass,p107,Biomass,0.0,0.0,,,,0.0,,17965.133,0.0,,,
Generator,p107 hydro,p107,Reservoir & Dam,172.518,172.518,761920.749,,761920.749,0.0,0.504,1921.286,30935796.959,8177.405,46344040.152,60.825
Generator,p107 hydrogen_ct_2050,p107,Hydrogen Combustion Turbine,1355.189,,737436.548,,737436.548,0.0,0.062,11134016.979,130046114.112,148438106.095,278484140.68,377.638
Generator,p107 nuclear_2050,p107,Nuclear,1877.121,,11098360.572,,11098360.572,0.0,0.675,4769169.284,642544435.278,126178382.94,768722748.409,69.265
Generator,p107 onwind,p107,Onshore Wind,0.002,,2.833,,2.833,0.0,0.171,0.667,194.92,-36.569,81.702,29.156
Generator,p107 solar,p107,Solar,7161.633,,10816591.239,,10816591.239,0.0,0.172,71786.67,303206619.594,116315.234,377992428.137,34.946
Generator,p107 solar existing,p107,Solar,1264.7,1264.7,1921912.535,,1921912.535,0.0,0.173,907.594,11784120.484,19153.912,66751222.383,34.732
Generator,p108 biomass,p108,Biomass,0.0,0.0,,,,0.0,,501452.16,0.0,,,
Generator,p108 hydrogen_ct_2050,p108,Hydrogen Combustion Turbine,0.196,,95.098,,95.098,0.0,0.055,1625.606,18849.479,19142.257,37879.381,398.17
Generator,p108 nuclear_2050,p108,Nuclear,1920.258,,12445873.888,,12445873.888,0.0,0.74,3786296.274,657310287.386,141491365.875,798801580.356,64.182
Generator,p108 onwind,p108,Onshore Wind,0.003,,3.028,,3.028,0.0,0.12,1.487,300.324,-39.091,101.118,32.971
Generator,p108 solar,p108,Solar,3374.459,,5136543.644,,5136543.644,0.0,0.174,15428.099,140660195.111,51037.311,161965053.619,31.532
Generator,p108 solar existing,p108,Solar,410.0,410.0,616282.772,,616282.772,0.0,0.172,9686.775,3820265.2,6301.978,19678810.481,31.931
Generator,p109 biomass,p109,Biomass,0.0,0.0,,,,0.0,,167978.208,0.0,,,
Generator,p109 hydro,p109,Reservoir & Dam,412.311,412.311,782493.083,,782493.083,0.0,0.217,3071.474,73935354.372,8335.65,36009270.845,46.019
Generator,p109 hydrogen_ct_2050,p109,Hydrogen Combustion Turbine,564.734,,300165.925,,300165.925,0.0,0.061,4646906.311,54192818.01,60420542.047,114613278.207,381.833
Generator,p109 nuclear_2050,p109,Nuclear,6335.128,,39709456.303,,39709456.303,0.0,0.716,13842145.004,2168534342.287,451495742.958,2620030032.649,65.98
Generator,p109 onwind,p109,Onshore Wind,0.001,,1.62,,1.62,0.0,0.132,0.394,140.504,-20.908,58.069,36.833
Generator,p109 solar,p109,Solar,24939.839,,36888544.68,,36888544.68,0.0,0.169,88499.902,1039586720.974,378174.463,1253000385.354,33.967
Generator,p109 solar existing,p109,Solar,164.7,164.7,243182.755,,243182.755,0.0,0.169,1009.666,1534628.484,2453.747,8274650.884,34.026
Generator,p11 biomass,p11,Biomass,0.0,0.0,,,,0.0,,171252.192,0.0,,,
Generator,p11 hydro,p11,Reservoir & Dam,42.0,42.0,89787.347,,89787.347,0.0,0.244,453.476,7802074.533,862.699,5011432.437,55.814
Generator,p11 hydrogen_ct_2050,p11,Hydrogen Combustion Turbine,509.83,,294467.234,,294467.234,0.0,0.066,4171645.001,48924130.476,59273459.419,108197509.032,367.435
Generator,p11 nuclear_2050,p11,Nuclear,2667.016,,16657933.384,,16657933.384,0.0,0.713,5886675.06,912928025.502,189380153.155,1102308111.885,66.173
Generator,p11 onwind,p11,Onshore Wind,0.0,,0.258,,0.258,0.0,0.115,0.024,27.599,-3.33,9.769,37.333
Generator,p11 onwind existing,p11,Onshore Wind,0.0,0.0,,,,0.0,,134044.206,0.0,,,
Generator,p11 solar,p11,Solar,6845.797,,12926340.62,,12926340.62,0.0,0.216,14422.194,294758704.689,122100.824,294880769.89,22.812
Generator,p11 solar existing,p11,Solar,0.0,0.0,,,,0.0,,202831.574,0.0,,,
Generator,p110 biomass,p110,Biomass,0.0,0.0,,,,0.0,,21024.0,0.0,,,
Generator,p110 hydrogen_ct_2050,p110,Hydrogen Combustion Turbine,105.805,,53383.497,,53383.497,0.0,0.058,873470.744,10153246.365,10745548.296,20898709.162,391.482
Generator,p110 nuclear_2050,p110,Nuclear,793.688,,5306891.953,,5306891.953,0.0,0.763,1402247.414,271681868.816,60336110.027,332017909.437,62.564
Generator,p110 onwind,p110,Onshore Wind,0.002,,1.861,,1.861,0.0,0.1,0.828,217.061,-24.031,69.154,37.571
Generator,p110 solar,p110,Solar,853.923,,1239083.353,,1239083.353,0.0,0.166,33.886,35594743.752,12085.219,45162335.881,36.448
Generator,p110 solar existing,p110,Solar,111.0,111.0,161038.662,,161038.662,0.0,0.166,32.068,1034266.92,1664.919,5870553.562,36.454
Generator,p111 biomass,p111,Biomass,0.0,0.0,,,,0.0,,178704.0,0.0,,,
Generator,p111 hydrogen_ct_2050,p111,Hydrogen Combustion Turbine,984.93,,483358.402,,483358.402,0.0,0.056,8144631.221,94515513.236,97295069.875,191810502.824,396.829
Generator,p111 nuclear,p111,Nuclear,4201.056,,8487100.602,,8487100.602,0.0,0.231,27135599.101,1383953584.954,112931636.455,1496885141.879,176.372
Generator,p111 nuclear existing,p111,Nuclear,0.0,0.0,,,,0.0,,,0.0,,,
Generator,p111 nuclear_2050,p111,Nuclear,0.043,,240.253,,240.253,0.0,0.639,122.483,14688.685,2731.526,17233.974,71.723
Generator,p111 onwind,p111,Onshore Wind,26249.735,,82478635.783,,82478635.783,0.0,0.359,23342.965,2670499220.594,-1064864530.137,1605634665.785,19.467
Generator,p111 onwind existing,p111,Onshore Wind,0.0,0.0,,,,0.0,,47773.056,0.0,,,
Generator,p111 solar,p111,Solar,2887.347,,3904767.804,,3904767.804,0.0,0.154,293466.781,116579676.467,40348.178,155335501.791,39.781
Generator,p111 solar existing,p111,Solar,162.6,162.6,218809.837,,218809.837,0.0,0.154,17612.418,1515061.272,2337.914,8747635.406,39.978
Generator,p112 biomass,p112,Biomass,0.0,0.0,,,,0.0,,256817.76,0.0,,,
Generator,p112 hydro,p112,Reservoir & Dam,11.083,11.083,21076.297,,21076.297,0.0,0.217,39.255,1910816.282,221.878,995007.395,47.21
Generator,p112 hydrogen_ct_2050,p112,Hydrogen Combustion Turbine,635.569,,359403.056,,359403.056,0.0,0.065,5208184.752,60990270.293,72344458.223,133334647.06,370.989
Generator,p112 nuclear_2050,p112,Nuclear,5069.144,,30560410.466,,30560410.466,0.0,0.688,12289678.551,1735184146.431,347437291.507,2082621379.291,68.148
Generator,p112 onwind,p112,Onshore Wind,0.04,,111.741,,111.741,0.0,0.316,1.979,4105.828,-1442.641,2553.299,22.842
Generator,p112 onwind existing,p112,Onshore Wind,0.0,0.0,,,,0.0,,3470172.002,0.0,,,
Generator,p112 solar,p112,Solar,11298.67,,16569484.618,,16569484.618,0.0,0.167,9915.113,456195772.458,164881.874,601225639.185,36.285
Generator,p112 solar existing,p112,Solar,2434.4,2434.4,3572059.449,,3572059.449,0.0,0.168,121.223,22683057.568,33536.087,129539467.945,36.265
Generator,p113 hydrogen_ct_2050,p113,Hydrogen Combustion Turbine,1097.254,,499959.871,,499959.871,0.0,0.052,9111984.322,105294266.49,100636820.488,205931006.614,411.895
Generator,p113 nuclear_2050,p113,Nuclear,2148.287,,13309968.141,,13309968.141,0.0,0.707,4849763.248,735365520.39,151313019.408,886678476.347,66.618
Generator,p113 onwind,p113,Onshore Wind,0.004,,7.783,,7.783,0.0,0.229,1.124,394.876,-100.483,202.322,25.955
Generator,p113 solar,p113,Solar,2066.666,,3031044.277,,3031044.277,0.0,0.167,466.686,83443819.14,33144.085,107106550.213,35.337
Generator,p113 solar existing,p113,Solar,1021.0,1021.0,1497569.509,,1497569.509,0.0,0.167,95.366,9513392.12,13764.798,52914104.325,35.333
Generator,p114 biomass,p114,Biomass,0.0,0.0,,,,0.0,,39441.024,0.0,,,
Generator,p114 hydro,p114,Reservoir & Dam,4.689,4.689,8909.666,,8909.666,0.0,0.217,23.855,808422.252,91.364,414993.906,46.578
Generator,p114 hydrogen_ct_2050,p114,Hydrogen Combustion Turbine,418.944,,190351.699,,190351.699,0.0,0.052,3479596.097,40202528.59,38315980.039,78518426.206,412.491
Generator,p114 nuclear_2050,p114,Nuclear,3553.561,,22268650.569,,22268650.569,0.0,0.715,7770026.86,1216395065.875,253193068.503,1469588076.185,65.994
Generator,p114 onwind,p114,Onshore Wind,0.002,,2.621,,2.621,0.0,0.166,0.607,183.725,-33.835,76.972,29.3
Generator,p114 solar,p114,Solar,1297.223,,1911541.69,,1911541.69,0.0,0.168,50.018,52376758.385,17324.948,66898485.389,34.997
Generator,p114 solar existing,p114,Solar,280.0,280.0,412561.28,,412561.28,0.0,0.168,47.529,2608961.6,3726.36,14439729.696,35.0
Generator,p115 biomass,p115,Biomass,0.0,0.0,,,,0.0,,42048.0,0.0,,,
Generator,p115 hydro,p115,Reservoir & Dam,159.845,159.845,304540.225,,304540.225,0.0,0.217,7.423,28663254.472,3079.989,14530377.217,47.713
Generator,p115 hydrogen_ct_2050,p115,Hydrogen Combustion Turbine,1510.886,,730618.396,,730618.396,0.0,0.055,12504740.842,144987050.985,147066295.387,292053267.184,399.734
Generator,p115 nuclear,p115,Nuclear,0.007,,32.115,,32.115,0.0,0.53,28.285,2580.905,427.316,2763.104,85.946
Generator,p115 nuclear existing,p115,Nuclear,0.0,0.0,,,,0.0,,,0.0,,,
Generator,p115 nuclear_2050,p115,Nuclear,3236.887,,20580772.154,,20580772.154,0.0,0.726,6781024.374,1107996660.932,233964839.457,1341961441.578,65.205
Generator,p115 onwind,p115,Onshore Wind,0.002,,3.028,,3.028,0.0,0.162,0.944,225.157,-39.089,96.298,31.4
Generator,p115 onwind existing,p115,Onshore Wind,0.0,0.0,,,,0.0,,118695.853,0.0,,,
Generator,p115 solar,p115,Solar,1550.008,,2174332.338,,2174332.338,0.0,0.16,5.244,65623674.058,20867.412,83716591.598,38.502
Generator,p115 solar existing,p115,Solar,103.6,103.6,145324.045,,145324.045,0.0,0.16,5.148,965315.792,1510.071,5595458.074,38.503
Generator,p116 hydro,p116,Reservoir & Dam,519.375,519.375,989521.017,,989521.017,0.0,0.217,28.231,93133879.745,9536.541,46868455.48,47.365
Generator,p116 hydrogen_ct_2050,p116,Hydrogen Combustion Turbine,1054.809,,512124.266,,512124.266,0.0,0.055,8728002.062,101221179.041,103085354.592,204306452.919,398.939
Generator,p116 nuclear_2050,p116,Nuclear,1853.777,,11829166.204,,11829166.204,0.0,0.728,3841030.49,634553567.96,134485439.232,769038939.77,65.012
Generator,p116 onwind,p116,Onshore Wind,0.002,,2.02,,2.02,0.0,0.152,0.499,154.831,-26.077,63.442,31.478
Generator,p116 onwind existing,p116,Onshore Wind,0.0,0.0,,,,0.0,,1379890.066,0.0,,,
Generator,p116 solar,p116,Solar,4500.31,,6565641.108,,6565641.108,0.0,0.167,26.816,197888932.135,71025.028,244122973.85,37.182
Generator,p116 solar existing,p116,Solar,200.8,200.8,292927.824,,292927.824,0.0,0.167,26.697,1870998.176,2961.139,10892535.082,37.185
Generator,p117 biomass,p117,Biomass,0.0,0.0,,,,0.0,,28032.0,0.0,,,
Generator,p117 hydro,p117,Reservoir & Dam,480.664,480.664,915759.775,,915759.775,0.0,0.217,34.281,86192226.849,9936.236,43305376.761,47.289
Generator,p117 hydrogen_ct_2050,p117,Hydrogen Combustion Turbine,15.311,,8335.83,,8335.83,0.0,0.062,125791.39,1469299.753,1677912.292,3147122.209,377.541
Generator,p117 nuclear_2050,p117,Nuclear,1598.92,,10624610.782,,10624610.782,0.0,0.759,2891251.703,547315322.907,120785265.722,668100520.614,62.882
Generator,p117 onwind,p117,Onshore Wind,0.003,,2.991,,2.991,0.0,0.104,1.395,336.73,-38.609,106.452,35.735
Generator,p117 solar,p117,Solar,1135.678,,1636603.88,,1636603.88,0.0,0.165,32.299,49888580.639,15899.271,59943123.013,36.627
Generator,p118 biomass,p118,Biomass,0.0,0.0,,,,0.0,,108602.1,0.0,,,
Generator,p118 hydro,p118,Reservoir & Dam,409.08,409.08,779350.356,,779350.356,0.0,0.217,57.713,73355921.298,7489.195,36809667.51,47.231
Generator,p118 hydrogen_ct_2050,p118,Hydrogen Combustion Turbine,0.108,,56.934,,56.934,0.0,0.06,890.006,10373.269,11460.194,21728.711,381.608
Generator,p118 nuclear_2050,p118,Nuclear,2056.898,,14059328.353,,14059328.353,0.0,0.78,3327878.585,704082687.358,159834710.878,863917329.636,61.448
Generator,p118 onwind,p118,Onshore Wind,0.004,,2.632,,2.632,0.0,0.08,1.312,386.989,-33.977,88.167,33.533
Generator,p118 solar,p118,Solar,5346.681,,8042648.454,,8042648.454,0.0,0.172,50.829,222869884.151,74989.668,278471030.985,34.624
Generator,p118 solar existing,p118,Solar,250.7,250.7,377014.187,,377014.187,0.0,0.172,99.138,2335952.404,3924.687,13057175.326,34.633
Generator,p119 biomass,p119,Biomass,0.0,0.0,,,,0.0,,429047.28,0.0,,,
Generator,p119 hydrogen_ct_2050,p119,Hydrogen Combustion Turbine,91.773,,39274.414,,39274.414,0.0,0.049,764653.835,8806650.722,7905577.478,16712134.912,425.522
Generator,p119 nuclear_2050,p119,Nuclear,337.032,,2494670.784,,2494670.784,0.0,0.845,354304.0,115367225.391,28363551.275,143730700.077,57.615
Generator,p119 onwind,p119,Onshore Wind,0.004,,6.404,,6.404,0.0,0.172,1.724,441.699,-82.674,226.81,35.466
Generator,p119 onwind existing,p119,Onshore Wind,0.0,0.0,,,,0.0,,338371.18,0.0,,,
Generator,p119 solar,p119,Solar,290.929,,403693.765,,403693.765,0.0,0.158,2.682,12317238.419,4239.388,16818463.292,41.661
Generator,p119 solar existing,p119,Solar,36.5,36.5,50645.251,,50645.251,0.0,0.158,2.621,340096.78,533.046,2110028.422,41.663
Generator,p12 biomass,p12,Biomass,0.0,0.0,,,,0.0,,28032.0,0.0,,,
Generator,p12 geothermal,p12,Geothermal,927.8,927.8,6409759.553,,6409759.553,0.0,0.789,255363.102,361435696.306,19113041.573,303891366.861,47.411
Generator,p12 hydrogen_ct_2050,p12,Hydrogen Combustion Turbine,146.446,,86113.96,,86113.96,0.0,0.067,1196752.327,14053188.612,17333870.897,31386974.654,364.482
Generator,p12 nuclear_2050,p12,Nuclear,972.091,,5353441.788,,5353441.788,0.0,0.629,2863763.258,332749925.373,60861858.519,393611708.696,73.525
Generator,p12 onwind,p12,Onshore Wind,0.0,,0.29,,0.29,0.0,0.111,0.02,28.9,-3.748,12.06,46.0
Generator,p12 onwind existing,p12,Onshore Wind,0.0,0.0,,,,0.0,,95987.659,0.0,,,
Generator,p12 solar,p12,Solar,0.122,,212.672,,212.672,0.0,0.198,16.639,5421.48,2.31,5363.39,25.217
Generator,p12 solar existing,p12,Solar,1419.4,1419.4,2659315.161,,2659315.161,0.0,0.214,125.047,13225571.768,26055.312,62511615.398,23.507
Generator,p120 biomass,p120,Biomass,0.0,0.0,,,,0.0,,182208.0,0.0,,,
Generator,p120 hydrogen_ct_2050,p120,Hydrogen Combustion Turbine,127.391,,55882.17,,55882.17,0.0,0.05,1060063.851,12224656.66,11248577.153,23473145.942,420.047
Generator,p120 nuclear_2050,p120,Nuclear,62.212,,428707.654,,428707.654,0.0,0.787,97181.124,21295495.303,4873620.079,26169017.664,61.042
Generator,p120 onwind,p120,Onshore Wind,0.001,,1.333,,1.333,0.0,0.117,0.315,132.718,-17.206,56.098,42.667
Generator,p120 solar,p120,Solar,999.945,,1469864.767,,1469864.767,0.0,0.168,20.625,42335309.637,15817.53,56760795.25,38.616
Generator,p120 solar existing,p120,Solar,408.6,408.6,600608.69,,600608.69,0.0,0.168,19.534,3807220.392,6021.857,23193723.284,38.617
Generator,p121 hydro,p121,Reservoir & Dam,41.432,41.432,78925.528,,78925.528,0.0,0.217,14.539,7429637.221,815.557,3780590.864,47.901
Generator,p121 hydrogen_ct_2050,p121,Hydrogen Combustion Turbine,869.285,,390522.473,,390522.473,0.0,0.051,7224410.179,83417957.062,78608162.281,162026037.832,414.896
Generator,p121 nuclear_2050,p121,Nuclear,0.237,,1588.561,,1588.561,0.0,0.764,417.194,81221.609,18059.386,99121.357,62.398
Generator,p121 onwind,p121,Onshore Wind,0.002,,3.022,,3.022,0.0,0.174,0.661,201.498,-39.011,89.427,30.029
Generator,p121 onwind existing,p121,Onshore Wind,0.0,0.0,,,,0.0,,353089.67,0.0,,,
Generator,p121 solar,p121,Solar,1111.615,,1635844.36,,1635844.36,0.0,0.168,14.559,47063144.841,16869.95,62087409.058,37.954
Generator,p121 solar existing,p121,Solar,348.7,348.7,513135.16,,513135.16,0.0,0.168,13.845,3249088.964,4752.55,19476046.787,37.955
Generator,p122 biomass,p122,Biomass,0.0,0.0,,,,0.0,,998856.065,0.0,,,
Generator,p122 hydro,p122,Reservoir & Dam,3155.615,3155.615,4899858.935,,4899858.935,0.0,0.177,5.044,565862420.905,50581.874,215856152.124,44.054
