,,,,Optimal Capacity,Installed Capacity,Supply,Withdrawal,Energy Balance,Transmission,Capacity Factor,Curtailment,Capital Expenditure,Operational Expenditure,Revenue,Market Value
Generator,p103 hydrogen_ct_2050,p103,Hydrogen Combustion Turbine,3907.233,,1486018.433,,1486018.433,0.0,0.043,32741338.669,374944380.439,299121273.356,674065576.933,453.605
Generator,p103 nuclear,p103,Nuclear,0.007,,31.556,,31.556,0.0,0.541,23.831,2378.2,419.882,2566.734,81.392
Generator,p103 nuclear existing,p103,Nuclear,0.0,0.0,,,,0.0,,,0.0,,,
Generator,p103 nuclear_2050,p103,Nuclear,6529.75,,40665560.246,,40665560.246,0.0,0.711,14531206.372,2235154151.733,462312960.874,2697467056.889,66.333
Generator,p103 onwind,p103,Onshore Wind,10510.461,,26519506.287,,26519506.287,0.0,0.288,2.216,1081454198.749,-342377386.166,739076751.147,27.869
Generator,p103 onwind existing,p103,Onshore Wind,0.0,0.0,,,,0.0,,8827252.871,0.0,,,
Generator,p103 solar,p103,Solar,28694.625,,36629183.661,,36629183.661,0.0,0.146,248640.678,1228934341.011,383074.491,1400668217.457,38.239
Generator,p103 solar existing,p103,Solar,2391.4,2391.4,3073174.941,,3073174.941,0.0,0.147,210.088,22282395.608,28923.478,116731390.408,37.984
Generator,p103 waste,p103,Waste,0.0,0.0,,,,0.0,,137496.96,0.0,,,
Generator,p104 biomass,p104,Biomass,0.0,0.0,,,,0.0,,75321.984,0.0,,,
Generator,p104 hydro,p104,Reservoir & Dam,34.642,34.642,73286.995,,73286.995,0.0,0.241,159.344,6212026.89,672.306,2845934.804,38.833
Generator,p104 hydrogen_ct_2050,p104,Hydrogen Combustion Turbine,183.003,,64491.462,,64491.462,0.0,0.04,1538617.471,17561294.124,12981527.461,30542726.429,473.593
Generator,p104 nuclear,p104,Nuclear,0.007,,31.743,,31.743,0.0,0.536,25.208,2414.766,422.387,2611.361,82.348
Generator,p104 nuclear existing,p104,Nuclear,0.0,0.0,,,,0.0,,,0.0,,,
Generator,p104 nuclear_2050,p104,Nuclear,891.657,,5679173.423,,5679173.423,0.0,0.727,1858112.698,305217087.856,64571099.486,369788104.671,65.113
Generator,p104 onwind,p104,Onshore Wind,0.007,,14.882,,14.882,0.0,0.246,1.34,712.482,-192.142,419.434,28.165
Generator,p104 solar,p104,Solar,1805.557,,2348730.422,,2348730.422,0.0,0.148,4076.725,77328465.347,21575.418,91562759.327,38.984
Generator,p104 solar existing,p104,Solar,0.0,0.0,,,,0.0,,7297.315,0.0,,,
Generator,p105 biomass,p105,Biomass,0.0,0.0,,,,0.0,,362664.0,0.0,,,
Generator,p105 hydro,p105,Reservoir & Dam,27.298,27.298,126138.785,,126138.785,0.0,0.527,47.278,4895056.663,1295.214,7685471.991,60.929
Generator,p105 hydrogen_ct_2050,p105,Hydrogen Combustion Turbine,1592.495,,676443.748,,676443.748,0.0,0.048,13273810.717,152818387.398,136160853.717,288979157.019,427.204
Generator,p105 nuclear_2050,p105,Nuclear,6443.176,,41919885.643,,41919885.643,0.0,0.743,12545058.771,2205519527.524,476626273.144,2682145748.911,63.983
Generator,p105 onwind,p105,Onshore Wind,0.068,,173.342,,173.342,0.0,0.289,2.015,7123.438,-2237.677,4776.254,27.551
Generator,p105 onwind existing,p105,Onshore Wind,0.0,0.0,,,,0.0,,9835878.273,0.0,,,
Generator,p105 solar,p105,Solar,8284.87,,11026472.974,,11026472.974,0.0,0.152,33.808,350761837.121,106047.251,403386214.204,36.583
Generator,p105 solar existing,p105,Solar,3894.2,3894.2,5182805.953,,5182805.953,0.0,0.152,66.217,36285065.224,53807.014,189606650.618,36.584
Generator,p106 hydrogen_ct_2050,p106,Hydrogen Combustion Turbine,234.614,,102535.777,,102535.777,0.0,0.05,1952683.885,22513951.635,20639408.923,43153269.371,420.861
Generator,p106 nuclear_2050,p106,Nuclear,2669.232,,18361850.607,,18361850.607,0.0,0.785,4201486.613,913686434.074,208738235.062,1122424605.372,61.128
Generator,p106 onwind,p106,Onshore Wind,0.006,,11.999,,11.999,0.0,0.22,1.219,647.673,-154.914,397.419,33.117
Generator,p106 solar,p106,Solar,519.495,,699094.912,,699094.912,0.0,0.154,13.015,21994177.731,7054.747,25215299.091,36.068
Generator,p106 solar existing,p106,Solar,0.0,0.0,,,,0.0,,126096.406,0.0,,,
Generator,p106 waste,p106,Waste,0.0,0.0,,,,0.0,,43786.86,0.0,,,
Generator,p107 biomass,p107,Biomass,0.0,0.0,,,,0.0,,17965.133,0.0,,,
Generator,p107 hydro,p107,Reservoir & Dam,172.518,172.518,763777.339,,763777.339,0.0,0.505,64.696,30935796.959,7630.196,46113909.772,60.376
Generator,p107 hydrogen_ct_2050,p107,Hydrogen Combustion Turbine,0.079,,39.246,,39.246,0.0,0.057,651.116,7562.581,7899.883,15359.29,391.371
Generator,p107 nuclear_2050,p107,Nuclear,2209.064,,14286560.282,,14286560.282,0.0,0.738,4386924.772,756169612.871,162423738.992,918593282.461,64.298
Generator,p107 onwind,p107,Onshore Wind,0.003,,3.858,,3.858,0.0,0.13,1.64,352.864,-49.814,150.965,39.159
Generator,p107 solar,p107,Solar,7163.783,,9733091.361,,9733091.361,0.0,0.155,6448.62,303297656.804,103012.109,340228082.069,34.956
Generator,p107 solar existing,p107,Solar,1264.7,1264.7,1719337.104,,1719337.104,0.0,0.155,89.11,11784120.484,17674.757,60064127.191,34.934
Generator,p108 biomass,p108,Biomass,0.0,0.0,,,,0.0,,501452.16,0.0,,,
Generator,p108 hydrogen_ct_2050,p108,Hydrogen Combustion Turbine,0.022,,11.468,,11.468,0.0,0.059,182.133,2120.802,2308.485,4318.011,376.275
Generator,p108 nuclear_2050,p108,Nuclear,2308.895,,15930496.518,,15930496.518,0.0,0.788,3586871.803,790342070.854,181117703.743,971459706.016,60.981
Generator,p108 onwind,p108,Onshore Wind,0.002,,1.767,,1.767,0.0,0.128,0.457,161.047,-22.811,70.947,40.5
Generator,p108 solar,p108,Solar,3372.831,,4621591.213,,4621591.213,0.0,0.156,39236.705,140592334.247,43785.015,155939743.195,33.742
Generator,p108 solar existing,p108,Solar,410.0,410.0,556430.685,,556430.685,0.0,0.155,10137.756,3820265.2,5362.472,18955900.207,34.067
Generator,p109 biomass,p109,Biomass,0.0,0.0,,,,0.0,,167978.208,0.0,,,
Generator,p109 hydro,p109,Reservoir & Dam,412.311,412.311,782102.484,,782102.484,0.0,0.217,3462.073,73935354.372,7933.966,31994200.021,40.908
Generator,p109 hydrogen_ct_2050,p109,Hydrogen Combustion Turbine,0.058,,31.647,,31.647,0.0,0.062,475.032,5550.423,6370.18,11815.355,373.623
Generator,p109 nuclear_2050,p109,Nuclear,5093.368,,36069240.883,,36069240.883,0.0,0.808,6985611.012,1743475874.836,410036032.195,2153511849.14,59.705
Generator,p109 onwind,p109,Onshore Wind,0.005,,3.393,,3.393,0.0,0.085,2.248,473.857,-43.81,143.846,42.103
Generator,p109 solar,p109,Solar,24925.619,,34380934.36,,34380934.36,0.0,0.157,92903.797,1038993983.731,332887.467,1139952799.763,33.157
Generator,p109 solar existing,p109,Solar,164.7,164.7,223771.197,,223771.197,0.0,0.155,4020.204,1534628.484,2304.83,7532361.502,33.661
Generator,p11 biomass,p11,Biomass,0.0,0.0,,,,0.0,,171252.192,0.0,,,
Generator,p11 hydro,p11,Reservoir & Dam,42.0,42.0,89037.102,,89037.102,0.0,0.242,1203.72,7802074.533,833.907,4825629.454,54.198
Generator,p11 hydrogen_ct_2050,p11,Hydrogen Combustion Turbine,428.825,,232290.414,,232290.414,0.0,0.062,3524220.273,41150783.788,46757505.148,87908200.709,378.441
Generator,p11 nuclear_2050,p11,Nuclear,2445.353,,15368909.814,,15368909.814,0.0,0.717,5301956.509,837052159.223,174724530.056,1011776605.142,65.833
Generator,p11 onwind,p11,Onshore Wind,0.0,,0.352,,0.352,0.0,0.121,0.031,35.524,-4.547,19.482,55.5
Generator,p11 onwind existing,p11,Onshore Wind,0.0,0.0,,,,0.0,,138205.014,0.0,,,
Generator,p11 solar,p11,Solar,7525.179,,13577266.709,,13577266.709,0.0,0.206,67131.752,324010763.996,132475.518,328323871.876,24.182
Generator,p11 solar existing,p11,Solar,0.0,0.0,,,,0.0,,194552.707,0.0,,,
Generator,p110 biomass,p110,Biomass,0.0,0.0,,,,0.0,,21024.0,0.0,,,
Generator,p110 hydrogen_ct_2050,p110,Hydrogen Combustion Turbine,0.13,,68.102,,68.102,0.0,0.06,1073.433,12504.96,13708.156,26107.227,383.562
Generator,p110 nuclear_2050,p110,Nuclear,863.61,,6188478.799,,6188478.799,0.0,0.818,1111717.056,295616284.653,70350974.082,365967183.124,59.137
Generator,p110 onwind,p110,Onshore Wind,0.001,,1.143,,1.143,0.0,0.12,0.252,111.623,-14.756,46.666,41.0
Generator,p110 solar,p110,Solar,853.545,,1177963.669,,1177963.669,0.0,0.158,1009.379,35578965.788,12333.13,39199926.257,33.278
Generator,p110 solar existing,p110,Solar,111.0,111.0,153224.859,,153224.859,0.0,0.158,95.797,1034266.92,1524.768,5097770.151,33.27
Generator,p111 biomass,p111,Biomass,0.0,0.0,,,,0.0,,178704.0,0.0,,,
Generator,p111 hydrogen_ct_2050,p111,Hydrogen Combustion Turbine,221.06,,67664.674,,67664.674,0.0,0.035,1868821.066,21213278.122,13620181.991,34833369.762,514.794
Generator,p111 nuclear,p111,Nuclear,8801.53,,19103995.491,,19103995.491,0.0,0.248,55528260.9,2899487676.362,254203205.408,3153690808.01,165.08
Generator,p111 nuclear existing,p111,Nuclear,0.0,0.0,,,,0.0,,,0.0,,,
Generator,p111 nuclear_2050,p111,Nuclear,0.039,,249.209,,249.209,0.0,0.723,83.469,13471.495,2833.31,16138.57,64.756
Generator,p111 onwind,p111,Onshore Wind,22051.173,,60005429.634,,60005429.634,0.0,0.311,2.233,2243361290.07,-774644363.014,1468716877.568,24.476
Generator,p111 onwind existing,p111,Onshore Wind,0.0,0.0,,,,0.0,,41362.089,0.0,,,
Generator,p111 solar,p111,Solar,2887.574,,3745993.136,,3745993.136,0.0,0.148,12920.143,116588839.096,35077.623,140935046.93,37.623
Generator,p111 solar existing,p111,Solar,162.6,162.6,210186.08,,210186.08,0.0,0.148,1479.304,1515061.272,2252.738,7936057.404,37.757
Generator,p112 biomass,p112,Biomass,0.0,0.0,,,,0.0,,256817.76,0.0,,,
Generator,p112 hydro,p112,Reservoir & Dam,11.083,11.083,21092.408,,21092.408,0.0,0.217,23.144,1910816.282,206.609,870401.803,41.266
Generator,p112 hydrogen_ct_2050,p112,Hydrogen Combustion Turbine,870.062,,320341.865,,320341.865,0.0,0.042,7301403.359,83492585.548,64481341.621,147973840.732,461.925
Generator,p112 nuclear_2050,p112,Nuclear,6732.231,,45382725.117,,45382725.117,0.0,0.77,11525636.318,2304463977.234,515952857.897,2820416785.436,62.147
Generator,p112 onwind,p112,Onshore Wind,0.016,,36.482,,36.482,0.0,0.268,1.659,1581.175,-470.987,1001.121,27.471
Generator,p112 onwind existing,p112,Onshore Wind,0.0,0.0,,,,0.0,,3019984.062,0.0,,,
Generator,p112 solar,p112,Solar,11299.583,,15268647.889,,15268647.889,0.0,0.154,76.93,456232650.404,158433.805,544621533.45,35.669
Generator,p112 solar existing,p112,Solar,2434.4,2434.4,3288060.437,,3288060.437,0.0,0.154,1457.631,22683057.568,35335.44,117334082.556,35.685
Generator,p113 hydrogen_ct_2050,p113,Hydrogen Combustion Turbine,112.088,,51677.967,,51677.967,0.0,0.053,930213.589,10756153.914,10402261.163,21158321.267,409.426
Generator,p113 nuclear_2050,p113,Nuclear,1686.702,,11836438.047,,11836438.047,0.0,0.801,2421455.713,577363356.285,134562851.668,711926138.408,60.147
Generator,p113 onwind,p113,Onshore Wind,0.004,,6.453,,6.453,0.0,0.202,0.987,371.985,-83.313,197.921,30.527
Generator,p113 solar,p113,Solar,2066.987,,2822421.522,,2822421.522,0.0,0.156,1243.768,83456782.161,29568.534,99177480.218,35.139
Generator,p113 solar existing,p113,Solar,1021.0,1021.0,1394714.908,,1394714.908,0.0,0.156,50.779,9513392.12,12734.187,48989279.013,35.125
Generator,p114 biomass,p114,Biomass,0.0,0.0,,,,0.0,,39441.024,0.0,,,
Generator,p114 hydro,p114,Reservoir & Dam,4.689,4.689,8910.917,,8910.917,0.0,0.217,22.604,808422.252,97.993,365893.032,41.061
Generator,p114 hydrogen_ct_2050,p114,Hydrogen Combustion Turbine,0.347,,158.063,,158.063,0.0,0.052,2883.794,33322.091,31816.468,65038.71,411.558
Generator,p114 nuclear_2050,p114,Nuclear,3413.626,,24054161.844,,24054161.844,0.0,0.804,4801630.692,1168494976.054,273485120.402,1441980035.104,59.947
Generator,p114 onwind,p114,Onshore Wind,0.002,,2.203,,2.203,0.0,0.147,0.491,173.484,-28.435,75.756,34.6
Generator,p114 solar,p114,Solar,1297.695,,1775507.109,,1775507.109,0.0,0.156,19.822,52395800.561,18238.14,61195400.441,34.466
Generator,p114 solar existing,p114,Solar,280.0,280.0,383076.731,,383076.731,0.0,0.156,23.808,2608961.6,3595.6,13203942.33,34.468
Generator,p115 biomass,p115,Biomass,0.0,0.0,,,,0.0,,42048.0,0.0,,,
Generator,p115 hydro,p115,Reservoir & Dam,159.845,159.845,304534.22,,304534.22,0.0,0.217,13.428,28663254.472,2844.94,12671220.175,41.609
Generator,p115 hydrogen_ct_2050,p115,Hydrogen Combustion Turbine,1451.366,,531484.9,,531484.9,0.0,0.042,12182484.643,139275475.432,106982296.822,246257687.836,463.339
Generator,p115 nuclear,p115,Nuclear,0.007,,32.424,,32.424,0.0,0.567,24.356,2426.248,431.445,2627.006,81.051
Generator,p115 nuclear existing,p115,Nuclear,0.0,0.0,,,,0.0,,,0.0,,,
Generator,p115 nuclear_2050,p115,Nuclear,2744.574,,19784285.621,,19784285.621,0.0,0.823,3415928.538,939476316.743,224929241.292,1164405491.448,58.855
Generator,p115 onwind,p115,Onshore Wind,0.002,,3.269,,3.269,0.0,0.169,0.813,227.897,-42.208,99.546,30.703
Generator,p115 onwind existing,p115,Onshore Wind,0.0,0.0,,,,0.0,,120050.356,0.0,,,
Generator,p115 solar,p115,Solar,1549.778,,2032834.618,,2032834.618,0.0,0.15,9.77,65613950.648,21824.834,71526854.127,35.186
Generator,p115 solar existing,p115,Solar,103.6,103.6,135880.536,,135880.536,0.0,0.15,11.622,965315.792,1403.806,4781424.404,35.188
Generator,p116 hydro,p116,Reservoir & Dam,519.375,519.375,989532.62,,989532.62,0.0,0.217,16.628,93133879.745,8990.535,40980320.517,41.414
Generator,p116 hydrogen_ct_2050,p116,Hydrogen Combustion Turbine,0.237,,100.78,,100.78,0.0,0.049,1973.429,22721.967,20286.123,42908.806,425.937
Generator,p116 nuclear_2050,p116,Nuclear,1844.494,,12894371.966,,12894371.966,0.0,0.798,2697356.562,631376054.912,146591793.387,777967777.408,60.334
Generator,p116 onwind,p116,Onshore Wind,0.002,,2.624,,2.624,0.0,0.13,1.093,235.882,-33.879,89.822,34.167
Generator,p116 onwind existing,p116,Onshore Wind,0.0,0.0,,,,0.0,,1349750.942,0.0,,,
Generator,p116 solar,p116,Solar,4502.941,,6185599.35,,6185599.35,0.0,0.157,12.655,198004627.621,60246.77,210160718.97,33.976
Generator,p116 solar existing,p116,Solar,200.8,200.8,275820.434,,275820.434,0.0,0.157,15.054,1870998.176,2612.372,9371688.956,33.978
Generator,p117 biomass,p117,Biomass,0.0,0.0,,,,0.0,,28032.0,0.0,,,
Generator,p117 hydro,p117,Reservoir & Dam,480.664,480.664,915774.141,,915774.141,0.0,0.217,19.915,86192226.849,9214.207,37883639.575,41.368
Generator,p117 hydrogen_ct_2050,p117,Hydrogen Combustion Turbine,0.06,,29.352,,29.352,0.0,0.056,497.273,5768.915,5908.199,11572.291,394.34
Generator,p117 nuclear_2050,p117,Nuclear,1637.415,,11881524.87,,11881524.87,0.0,0.828,1959739.569,560492245.665,135091400.37,695583572.7,58.543
Generator,p117 onwind,p117,Onshore Wind,0.003,,2.86,,2.86,0.0,0.1,1.61,337.627,-36.916,113.337,39.212
Generator,p117 solar,p117,Solar,1136.182,,1572269.792,,1572269.792,0.0,0.158,13.645,49910740.481,15116.597,52867429.958,33.625
Generator,p118 biomass,p118,Biomass,0.0,0.0,,,,0.0,,108602.1,0.0,,,
Generator,p118 hydro,p118,Reservoir & Dam,409.08,409.08,779306.559,,779306.559,0.0,0.217,101.51,73355921.298,7472.449,32233986.597,41.362
Generator,p118 hydrogen_ct_2050,p118,Hydrogen Combustion Turbine,0.024,,13.497,,13.497,0.0,0.065,195.213,2286.311,2716.777,4893.953,362.773
Generator,p118 nuclear_2050,p118,Nuclear,1399.82,,10499178.908,,10499178.908,0.0,0.856,1333671.694,479162943.244,119375156.747,598538025.653,57.008
Generator,p118 onwind,p118,Onshore Wind,0.005,,2.912,,2.912,0.0,0.064,2.422,528.583,-37.595,109.875,38.0
Generator,p118 solar,p118,Solar,5349.241,,7671231.126,,7671231.126,0.0,0.164,5473.095,222976564.078,77609.812,253905138.462,33.098
Generator,p118 solar existing,p118,Solar,250.7,250.7,358238.123,,358238.123,0.0,0.163,1541.887,2335952.404,3855.14,11899599.168,33.217
Generator,p119 biomass,p119,Biomass,0.0,0.0,,,,0.0,,429047.28,0.0,,,
Generator,p119 hydrogen_ct_2050,p119,Hydrogen Combustion Turbine,55.116,,22360.955,,22360.955,0.0,0.046,460459.553,5289068.494,4501037.574,9789987.841,437.816
Generator,p119 nuclear_2050,p119,Nuclear,352.291,,2583568.49,,2583568.49,0.0,0.837,394391.016,120590370.797,29370949.09,149961219.382,58.044
Generator,p119 onwind,p119,Onshore Wind,0.003,,4.154,,4.154,0.0,0.167,1.12,292.997,-53.621,134.473,32.66
Generator,p119 onwind existing,p119,Onshore Wind,0.0,0.0,,,,0.0,,328863.075,0.0,,,
Generator,p119 solar,p119,Solar,290.907,,376207.848,,376207.848,0.0,0.148,7.665,12316296.703,3874.678,14154642.761,37.625
Generator,p119 solar existing,p119,Solar,36.5,36.5,47195.165,,47195.165,0.0,0.148,8.558,340096.78,490.646,1775961.458,37.63
Generator,p12 biomass,p12,Biomass,0.0,0.0,,,,0.0,,28032.0,0.0,,,
Generator,p12 geothermal,p12,Geothermal,927.8,927.8,5715293.512,,5715293.512,0.0,0.703,949829.142,361435696.306,17043724.422,306446917.293,53.619
Generator,p12 hydrogen_ct_2050,p12,Hydrogen Combustion Turbine,299.286,,146791.157,,146791.157,0.0,0.056,2474953.416,28719961.961,29547707.118,58267577.55,396.942
Generator,p12 nuclear_2050,p12,Nuclear,0.145,,769.159,,769.159,0.0,0.604,459.023,49734.302,8745.302,58333.824,75.844
Generator,p12 onwind,p12,Onshore Wind,0.0,,0.331,,0.331,0.0,0.129,0.017,32.927,-4.269,22.581,64.5
Generator,p12 onwind existing,p12,Onshore Wind,0.0,0.0,,,,0.0,,89464.969,0.0,,,
Generator,p12 solar,p12,Solar,4059.757,,7471799.141,,7471799.141,0.0,0.21,1873.178,179844052.186,70479.513,179914480.41,24.079
Generator,p12 solar existing,p12,Solar,1419.4,1419.4,2606260.492,,2606260.492,0.0,0.21,6736.051,13225571.768,27337.691,62902851.449,24.135
Generator,p120 biomass,p120,Biomass,0.0,0.0,,,,0.0,,182208.0,0.0,,,
Generator,p120 hydrogen_ct_2050,p120,Hydrogen Combustion Turbine,17.219,,7890.565,,7890.565,0.0,0.052,142948.817,1652373.511,1588296.21,3240560.328,410.688
Generator,p120 nuclear_2050,p120,Nuclear,1.486,,10706.284,,10706.284,0.0,0.822,1854.647,508646.026,121721.617,630196.122,58.862
Generator,p120 onwind,p120,Onshore Wind,0.001,,0.969,,0.969,0.0,0.121,0.195,94.505,-12.516,38.045,39.455
Generator,p120 solar,p120,Solar,999.382,,1364931.51,,1364931.51,0.0,0.156,10.22,42311458.927,13246.829,47499255.129,34.8
Generator,p120 solar existing,p120,Solar,408.6,408.6,558047.12,,558047.12,0.0,0.156,13.166,3807220.392,5101.449,19420190.38,34.8
Generator,p121 hydro,p121,Reservoir & Dam,41.432,41.432,78926.164,,78926.164,0.0,0.217,13.902,7429637.221,738.721,3292333.0,41.714
Generator,p121 hydrogen_ct_2050,p121,Hydrogen Combustion Turbine,0.119,,54.975,,54.975,0.0,0.053,986.081,11404.271,11065.935,22360.587,406.462
Generator,p121 nuclear_2050,p121,Nuclear,0.119,,817.148,,817.148,0.0,0.784,188.498,40722.893,9290.767,49864.993,61.024
Generator,p121 onwind,p121,Onshore Wind,0.002,,3.182,,3.182,0.0,0.171,0.649,216.687,-41.085,99.415,31.528
Generator,p121 onwind existing,p121,Onshore Wind,0.0,0.0,,,,0.0,,340125.189,0.0,,,
Generator,p121 solar,p121,Solar,1111.826,,1533707.835,,1533707.835,0.0,0.157,8.916,47072070.683,16063.76,52829147.147,34.445
Generator,p121 solar existing,p121,Solar,348.7,348.7,481006.063,,481006.063,0.0,0.157,10.966,3249088.964,4801.933,16568700.36,34.446
Generator,p122 biomass,p122,Biomass,0.0,0.0,,,,0.0,,998856.065,0.0,,,
Generator,p122 hydro,p122,Reservoir & Dam,3155.615,3155.615,4899852.908,,4899852.908,0.0,0.177,11.071,565862420.905,50244.797,197890844.602,40.387
Generator,p122 hydrogen_ct_2050,p122,Hydrogen Combustion Turbine,2753.074,,1041141.701,,1041141.701,0.0,0.043,23075782.521,264189408.013,209570994.51,473760321.614,455.039
