,,,,Optimal Capacity,Installed Capacity,Supply,Withdrawal,Energy Balance,Transmission,Capacity Factor,Curtailment,Capital Expenditure,Operational Expenditure,Revenue,Market Value
Generator,p103 hydrogen_ct_2050,p103,Hydrogen Combustion Turbine,3638.808,,1575654.49,,1575654.49,0.0,0.049,30300301.009,349185896.823,317164152.874,666349971.556,422.904
Generator,p103 nuclear,p103,Nuclear,0.005,,27.317,,27.317,0.0,0.59,16.737,1891.593,363.472,2061.527,75.426
Generator,p103 nuclear existing,p103,Nuclear,0.0,0.0,,,,0.0,,,0.0,,,
Generator,p103 nuclear_2050,p103,Nuclear,8523.774,,59096909.403,,59096909.403,0.0,0.791,12955580.824,2917714796.447,671852717.624,3589567461.449,60.74
Generator,p103 onwind,p103,Onshore Wind,0.009,,19.309,,19.309,0.0,0.243,1.459,931.953,-249.291,570.839,29.618
Generator,p103 onwind existing,p103,Onshore Wind,0.0,0.0,,,,0.0,,8016240.893,0.0,,,
Generator,p103 solar,p103,Solar,28696.748,,39198906.481,,39198906.481,0.0,0.156,86875.444,1229025280.154,409949.107,1419201995.097,36.205
Generator,p103 solar existing,p103,Solar,2391.4,2391.4,3273612.594,,3273612.594,0.0,0.156,208.506,22282395.608,30809.916,118267089.504,36.127
Generator,p103 waste,p103,Waste,0.0,0.0,,,,0.0,,137496.96,0.0,,,
Generator,p104 biomass,p104,Biomass,0.0,0.0,,,,0.0,,75321.984,0.0,,,
Generator,p104 hydro,p104,Reservoir & Dam,34.642,34.642,73245.317,,73245.317,0.0,0.241,200.996,6212026.89,671.924,2882179.765,39.35
Generator,p104 hydrogen_ct_2050,p104,Hydrogen Combustion Turbine,319.097,,134675.014,,134675.014,0.0,0.048,2660617.761,30621099.791,27108819.463,57729827.811,428.66
Generator,p104 nuclear,p104,Nuclear,0.005,,26.368,,26.368,0.0,0.589,16.686,1825.528,350.86,1994.059,75.625
Generator,p104 nuclear existing,p104,Nuclear,0.0,0.0,,,,0.0,,,0.0,,,
Generator,p104 nuclear_2050,p104,Nuclear,689.911,,4807523.672,,4807523.672,0.0,0.795,1024377.898,236158742.707,54660610.998,290819262.624,60.493
Generator,p104 onwind,p104,Onshore Wind,0.004,,8.338,,8.338,0.0,0.217,1.177,451.032,-107.652,239.155,28.737
Generator,p104 solar,p104,Solar,1805.491,,2517323.037,,2517323.037,0.0,0.159,7085.469,77325638.941,23124.108,92832902.028,36.878
Generator,p104 solar existing,p104,Solar,0.0,0.0,,,,0.0,,7829.829,0.0,,,
Generator,p105 biomass,p105,Biomass,0.0,0.0,,,,0.0,,362664.0,0.0,,,
Generator,p105 hydro,p105,Reservoir & Dam,27.298,27.298,126134.682,,126134.682,0.0,0.527,51.356,4895056.663,1295.172,7499542.255,59.457
Generator,p105 hydrogen_ct_2050,p105,Hydrogen Combustion Turbine,2642.489,,1512941.885,,1512941.885,0.0,0.065,21635265.014,253577571.54,304538935.154,558116425.502,368.895
Generator,p105 nuclear_2050,p105,Nuclear,5650.496,,38273294.819,,38273294.819,0.0,0.773,9491027.244,1934182549.233,435164781.361,2369347269.944,61.906
Generator,p105 onwind,p105,Onshore Wind,0.023,,54.673,,54.673,0.0,0.276,1.845,2351.544,-705.771,1531.728,28.021
Generator,p105 onwind existing,p105,Onshore Wind,0.0,0.0,,,,0.0,,9603086.236,0.0,,,
Generator,p105 solar,p105,Solar,8287.152,,11659318.592,,11659318.592,0.0,0.161,38.465,350858465.506,112133.652,410442392.456,35.203
Generator,p105 solar existing,p105,Solar,3894.2,3894.2,5478777.456,,5478777.456,0.0,0.161,48.776,36285065.224,56879.74,192870184.29,35.203
Generator,p106 hydrogen_ct_2050,p106,Hydrogen Combustion Turbine,511.371,,243529.003,,243529.003,0.0,0.054,4236084.122,49072026.291,49019911.257,98091840.298,402.793
Generator,p106 nuclear_2050,p106,Nuclear,2611.604,,18327114.286,,18327114.286,0.0,0.801,3749086.004,893960167.542,208343351.207,1102303447.849,60.146
Generator,p106 onwind,p106,Onshore Wind,0.005,,8.227,,8.227,0.0,0.207,1.127,472.38,-106.207,265.4,32.234
Generator,p106 solar,p106,Solar,519.398,,729675.07,,729675.07,0.0,0.16,23.247,21990072.12,7363.34,25157827.905,34.478
Generator,p106 solar existing,p106,Solar,0.0,0.0,,,,0.0,,131638.496,0.0,,,
Generator,p106 waste,p106,Waste,0.0,0.0,,,,0.0,,43786.86,0.0,,,
Generator,p107 biomass,p107,Biomass,0.0,0.0,,,,0.0,,17965.133,0.0,,,
Generator,p107 hydro,p107,Reservoir & Dam,172.518,172.518,763789.795,,763789.795,0.0,0.505,52.214,30935796.959,7630.321,45830389.27,60.004
Generator,p107 hydrogen_ct_2050,p107,Hydrogen Combustion Turbine,232.871,,142480.318,,142480.318,0.0,0.07,1897472.192,22346707.269,28679779.58,51026395.658,358.129
Generator,p107 nuclear_2050,p107,Nuclear,2317.789,,15255047.917,,15255047.917,0.0,0.751,4337505.855,793386652.743,173434463.744,966821042.02,63.377
Generator,p107 onwind,p107,Onshore Wind,0.003,,3.197,,3.197,0.0,0.122,1.416,306.563,-41.27,128.524,40.75
Generator,p107 solar,p107,Solar,7161.685,,10205438.307,,10205438.307,0.0,0.163,44.26,303208844.012,108011.287,347194119.612,34.021
Generator,p107 solar existing,p107,Solar,1264.7,1264.7,1802157.112,,1802157.112,0.0,0.163,54.696,11784120.484,18526.146,61311855.017,34.021
Generator,p108 biomass,p108,Biomass,0.0,0.0,,,,0.0,,501452.16,0.0,,,
Generator,p108 hydrogen_ct_2050,p108,Hydrogen Combustion Turbine,0.026,,15.524,,15.524,0.0,0.068,212.108,2493.593,3124.784,5514.125,355.633
Generator,p108 nuclear_2050,p108,Nuclear,2039.542,,14295185.896,,14295185.896,0.0,0.8,2945310.442,698141745.082,162525458.083,860667128.485,60.207
Generator,p108 onwind,p108,Onshore Wind,0.002,,2.089,,2.089,0.0,0.123,0.639,201.276,-26.973,87.633,41.667
Generator,p108 solar,p108,Solar,3371.548,,4834675.089,,4834675.089,0.0,0.164,14233.142,140538855.112,45803.775,161742321.71,33.455
Generator,p108 solar existing,p108,Solar,410.0,410.0,582836.857,,582836.857,0.0,0.162,6818.835,3820265.2,5616.955,19668739.403,33.747
Generator,p109 biomass,p109,Biomass,0.0,0.0,,,,0.0,,167978.208,0.0,,,
Generator,p109 hydro,p109,Reservoir & Dam,412.311,412.311,780659.355,,780659.355,0.0,0.216,4905.176,73935354.372,7919.327,33286652.044,42.639
Generator,p109 hydrogen_ct_2050,p109,Hydrogen Combustion Turbine,586.318,,342261.071,,342261.071,0.0,0.067,4793884.178,56264022.737,68893666.638,125157601.803,365.679
Generator,p109 nuclear_2050,p109,Nuclear,6083.749,,43068345.018,,43068345.018,0.0,0.808,8358318.718,2082486493.409,489602022.993,2572088454.78,59.721
Generator,p109 onwind,p109,Onshore Wind,0.003,,2.21,,2.21,0.0,0.079,1.393,325.706,-28.539,109.791,50.12
Generator,p109 solar,p109,Solar,24936.659,,34277117.444,,34277117.444,0.0,0.157,157601.213,1039454192.582,331882.277,1099547181.838,32.078
Generator,p109 solar existing,p109,Solar,164.7,164.7,223002.233,,223002.233,0.0,0.155,4429.925,1534628.484,2296.91,7262153.775,32.565
Generator,p11 biomass,p11,Biomass,0.0,0.0,,,,0.0,,171252.192,0.0,,,
Generator,p11 hydro,p11,Reservoir & Dam,42.0,42.0,89968.126,,89968.126,0.0,0.245,272.67,7802074.533,842.627,4981902.129,55.374
Generator,p11 hydrogen_ct_2050,p11,Hydrogen Combustion Turbine,934.455,,327844.192,,327844.192,0.0,0.04,7857977.941,89671779.179,65991429.652,155663123.741,474.808
Generator,p11 nuclear_2050,p11,Nuclear,3300.818,,21003606.893,,21003606.893,0.0,0.726,6898604.873,1129880395.044,238783712.587,1368664026.684,65.163
Generator,p11 onwind,p11,Onshore Wind,0.0,,0.274,,0.274,0.0,0.081,0.038,38.917,-3.532,11.268,43.0
Generator,p11 onwind existing,p11,Onshore Wind,0.0,0.0,,,,0.0,,124014.858,0.0,,,
Generator,p11 solar,p11,Solar,2617.315,,4862784.44,,4862784.44,0.0,0.212,4302.192,112693422.344,47446.949,112740803.978,23.184
Generator,p11 solar existing,p11,Solar,0.0,0.0,,,,0.0,,199532.126,0.0,,,
Generator,p110 biomass,p110,Biomass,0.0,0.0,,,,0.0,,21024.0,0.0,,,
Generator,p110 hydrogen_ct_2050,p110,Hydrogen Combustion Turbine,89.161,,49349.392,,49349.392,0.0,0.063,731700.282,8556026.836,9933515.699,18489448.099,374.664
Generator,p110 nuclear_2050,p110,Nuclear,847.192,,6088638.564,,6088638.564,0.0,0.82,1072774.195,289996361.049,69215984.691,359212262.255,58.997
Generator,p110 onwind,p110,Onshore Wind,0.001,,1.103,,1.103,0.0,0.1,0.347,133.744,-14.243,50.914,44.692
Generator,p110 solar,p110,Solar,853.412,,1175724.779,,1175724.779,0.0,0.157,34.523,35573440.618,12309.69,37276050.0,31.705
Generator,p110 solar existing,p110,Solar,111.0,111.0,152884.161,,152884.161,0.0,0.157,42.295,1034266.92,1521.378,4848325.408,31.712
Generator,p111 biomass,p111,Biomass,0.0,0.0,,,,0.0,,178704.0,0.0,,,
Generator,p111 hydrogen_ct_2050,p111,Hydrogen Combustion Turbine,2327.999,,921892.853,,921892.853,0.0,0.045,19471381.629,223398600.227,185567265.395,408965783.763,443.615
Generator,p111 nuclear,p111,Nuclear,7297.028,,17425980.6,,17425980.6,0.0,0.273,44448911.089,2403859867.091,231875061.31,2635734846.932,151.253
Generator,p111 nuclear existing,p111,Nuclear,0.0,0.0,,,,0.0,,,0.0,,,
Generator,p111 nuclear_2050,p111,Nuclear,0.043,,285.499,,285.499,0.0,0.756,79.001,14760.134,3245.901,17863.275,62.571
Generator,p111 onwind,p111,Onshore Wind,21935.052,,56994904.797,,56994904.797,0.0,0.297,2.269,2231547820.621,-735779778.442,1495767990.124,26.244
Generator,p111 onwind existing,p111,Onshore Wind,0.0,0.0,,,,0.0,,39494.896,0.0,,,
Generator,p111 solar,p111,Solar,2886.311,,4006504.957,,4006504.957,0.0,0.158,8235.154,116537846.789,37517.066,139946863.313,34.93
Generator,p111 solar existing,p111,Solar,162.6,162.6,224548.263,,224548.263,0.0,0.158,1621.698,1515061.272,2406.669,7883852.086,35.11
Generator,p112 biomass,p112,Biomass,0.0,0.0,,,,0.0,,256817.76,0.0,,,
Generator,p112 hydro,p112,Reservoir & Dam,11.083,11.083,21085.519,,21085.519,0.0,0.217,30.007,1910816.282,206.541,901432.38,42.751
Generator,p112 hydrogen_ct_2050,p112,Hydrogen Combustion Turbine,1589.229,,788318.318,,788318.318,0.0,0.057,13133329.706,152505017.478,158679923.759,311184857.397,394.745
Generator,p112 nuclear_2050,p112,Nuclear,5280.397,,36995342.9,,36995342.9,0.0,0.8,7640493.622,1807496732.74,420597327.487,2228094000.184,60.226
Generator,p112 onwind,p112,Onshore Wind,0.009,,19.883,,19.883,0.0,0.253,1.487,912.952,-256.69,547.183,27.515
Generator,p112 onwind existing,p112,Onshore Wind,0.0,0.0,,,,0.0,,2931238.109,0.0,,,
Generator,p112 solar,p112,Solar,11296.072,,15776377.278,,15776377.278,0.0,0.159,28.944,456090873.412,163702.215,532668460.338,33.764
Generator,p112 solar existing,p112,Solar,2434.4,2434.4,3399919.673,,3399919.673,0.0,0.159,30.615,22683057.568,36537.545,114794578.086,33.764
Generator,p113 hydrogen_ct_2050,p113,Hydrogen Combustion Turbine,324.626,,157815.576,,157815.576,0.0,0.055,2685904.748,31151600.516,31766707.038,62918218.058,398.682
Generator,p113 nuclear_2050,p113,Nuclear,1779.253,,12435337.293,,12435337.293,0.0,0.798,2604900.352,609043820.419,141371453.224,750415197.396,60.345
Generator,p113 onwind,p113,Onshore Wind,0.004,,6.5,,6.5,0.0,0.189,1.052,398.807,-83.919,214.816,33.135
Generator,p113 solar,p113,Solar,2066.507,,2904199.793,,2904199.793,0.0,0.16,34.537,83437408.431,30425.268,96806268.335,33.333
Generator,p113 solar existing,p113,Solar,1021.0,1021.0,1434852.002,,1434852.002,0.0,0.16,44.312,9513392.12,13100.651,47829099.151,33.334
Generator,p114 biomass,p114,Biomass,0.0,0.0,,,,0.0,,39441.024,0.0,,,
Generator,p114 hydro,p114,Reservoir & Dam,4.689,4.689,8894.921,,8894.921,0.0,0.217,38.574,808422.252,97.817,379996.961,42.721
Generator,p114 hydrogen_ct_2050,p114,Hydrogen Combustion Turbine,354.959,,186157.036,,186157.036,0.0,0.06,2923287.555,34062483.186,37471489.033,71533883.03,384.266
Generator,p114 nuclear_2050,p114,Nuclear,3344.263,,23639299.545,,23639299.545,0.0,0.807,4630157.806,1144751746.115,268768320.603,1413519999.414,59.795
Generator,p114 onwind,p114,Onshore Wind,0.002,,2.117,,2.117,0.0,0.129,0.551,189.738,-27.332,81.976,39.0
Generator,p114 solar,p114,Solar,1296.695,,1800514.071,,1800514.071,0.0,0.159,37.258,52355427.044,18495.014,59054574.231,32.799
Generator,p114 solar existing,p114,Solar,280.0,280.0,388755.375,,388755.375,0.0,0.158,44.184,2608961.6,3648.9,12751844.001,32.802
Generator,p115 biomass,p115,Biomass,0.0,0.0,,,,0.0,,42048.0,0.0,,,
Generator,p115 hydro,p115,Reservoir & Dam,159.845,159.845,304533.968,,304533.968,0.0,0.217,13.653,28663254.472,2844.937,13113660.847,43.061
Generator,p115 hydrogen_ct_2050,p115,Hydrogen Combustion Turbine,1609.829,,678316.16,,678316.16,0.0,0.048,13423785.693,154481803.145,136537878.449,291019597.731,429.032
Generator,p115 nuclear,p115,Nuclear,0.005,,26.576,,26.576,0.0,0.616,16.297,1832.0,353.625,2002.795,75.455
Generator,p115 nuclear existing,p115,Nuclear,0.0,0.0,,,,0.0,,,0.0,,,
Generator,p115 nuclear_2050,p115,Nuclear,2784.516,,20649322.224,,20649322.224,0.0,0.847,2888524.945,953148527.489,234763916.676,1187912373.387,57.528
Generator,p115 onwind,p115,Onshore Wind,0.002,,2.336,,2.336,0.0,0.15,0.641,187.361,-30.154,67.604,28.593
Generator,p115 onwind existing,p115,Onshore Wind,0.0,0.0,,,,0.0,,106858.947,0.0,,,
Generator,p115 solar,p115,Solar,1549.384,,2059660.991,,2059660.991,0.0,0.152,10.507,65597250.162,22112.846,68957138.937,33.48
Generator,p115 solar existing,p115,Solar,103.6,103.6,137708.6,,137708.6,0.0,0.152,11.943,965315.792,1422.692,4610812.02,33.482
Generator,p116 hydro,p116,Reservoir & Dam,519.375,519.375,989527.425,,989527.425,0.0,0.217,21.797,93133879.745,8990.488,42386239.033,42.835
Generator,p116 hydrogen_ct_2050,p116,Hydrogen Combustion Turbine,704.075,,374404.687,,374404.687,0.0,0.061,5793291.401,67564170.422,75364246.418,142928328.715,381.748
Generator,p116 nuclear_2050,p116,Nuclear,1117.837,,8012480.816,,8012480.816,0.0,0.818,1436726.568,382638991.538,91091209.052,473730119.679,59.124
Generator,p116 onwind,p116,Onshore Wind,0.002,,1.987,,1.987,0.0,0.113,0.947,208.009,-25.657,71.264,35.391
Generator,p116 onwind existing,p116,Onshore Wind,0.0,0.0,,,,0.0,,1216280.207,0.0,,,
Generator,p116 solar,p116,Solar,4499.713,,6276263.708,,6276263.708,0.0,0.159,16.522,197862655.487,61129.827,204074711.574,32.515
Generator,p116 solar existing,p116,Solar,200.8,200.8,280059.339,,280059.339,0.0,0.159,20.128,1870998.176,2652.519,9106820.171,32.517
Generator,p117 biomass,p117,Biomass,0.0,0.0,,,,0.0,,28032.0,0.0,,,
Generator,p117 hydro,p117,Reservoir & Dam,480.664,480.664,915766.161,,915766.161,0.0,0.217,27.869,86192226.849,9214.127,39205797.718,42.812
Generator,p117 hydrogen_ct_2050,p117,Hydrogen Combustion Turbine,0.304,,164.523,,164.523,0.0,0.062,2496.069,29145.518,33116.805,62164.008,377.867
Generator,p117 nuclear_2050,p117,Nuclear,1628.441,,11876990.939,,11876990.939,0.0,0.833,1888417.292,557420501.998,135039850.158,692460274.815,58.303
Generator,p117 onwind,p117,Onshore Wind,0.002,,1.803,,1.803,0.0,0.09,0.993,240.005,-23.272,84.138,45.714
Generator,p117 solar,p117,Solar,1135.407,,1567919.531,,1567919.531,0.0,0.158,20.705,49876715.299,15074.771,50822484.28,32.414
Generator,p118 biomass,p118,Biomass,0.0,0.0,,,,0.0,,108602.1,0.0,,,
Generator,p118 hydro,p118,Reservoir & Dam,409.08,409.08,779369.814,,779369.814,0.0,0.217,38.23,73355921.298,7473.056,33409163.351,42.867
Generator,p118 hydrogen_ct_2050,p118,Hydrogen Combustion Turbine,0.032,,20.023,,20.023,0.0,0.072,259.223,3059.001,4030.332,6985.462,348.223
Generator,p118 nuclear_2050,p118,Nuclear,1597.657,,11929053.594,,11929053.594,0.0,0.852,1576130.739,546882918.693,135632762.813,682515604.019,57.215
Generator,p118 onwind,p118,Onshore Wind,0.003,,1.502,,1.502,0.0,0.06,1.154,291.977,-19.386,69.35,46.588
Generator,p118 solar,p118,Solar,5341.908,,7921149.005,,7921149.005,0.0,0.169,30.716,222670893.914,80138.23,249025336.12,31.438
Generator,p118 solar existing,p118,Solar,250.7,250.7,371708.484,,371708.484,0.0,0.169,38.827,2335952.404,4000.1,11686929.628,31.441
Generator,p119 biomass,p119,Biomass,0.0,0.0,,,,0.0,,429047.28,0.0,,,
Generator,p119 hydrogen_ct_2050,p119,Hydrogen Combustion Turbine,88.869,,30214.633,,30214.633,0.0,0.039,748276.171,8527995.636,6081904.894,14609801.557,483.534
Generator,p119 nuclear_2050,p119,Nuclear,347.817,,2537946.228,,2537946.228,0.0,0.833,402192.252,119058835.005,28852298.565,147911030.512,58.28
Generator,p119 onwind,p119,Onshore Wind,0.003,,4.232,,4.232,0.0,0.154,1.08,324.417,-54.63,161.436,38.396
Generator,p119 onwind existing,p119,Onshore Wind,0.0,0.0,,,,0.0,,301109.125,0.0,,,
Generator,p119 solar,p119,Solar,290.972,,369635.171,,369635.171,0.0,0.145,6.773,12319070.902,3806.984,13017029.091,35.216
Generator,p119 solar existing,p119,Solar,36.5,36.5,46360.433,,46360.433,0.0,0.145,8.043,340096.78,481.969,1632851.347,35.221
Generator,p12 biomass,p12,Biomass,0.0,0.0,,,,0.0,,28032.0,0.0,,,
Generator,p12 geothermal,p12,Geothermal,927.8,927.8,5766773.949,,5766773.949,0.0,0.71,898348.679,361435696.306,17197245.563,309903288.112,53.739
Generator,p12 hydrogen_ct_2050,p12,Hydrogen Combustion Turbine,396.811,,133869.27,,133869.27,0.0,0.039,3342194.457,38078621.039,26946650.333,65025183.038,485.736
Generator,p12 nuclear_2050,p12,Nuclear,879.262,,4415457.689,,4415457.689,0.0,0.573,3017047.964,300974076.674,50203563.106,351177539.027,79.534
Generator,p12 onwind,p12,Onshore Wind,0.0,,0.306,,0.306,0.0,0.071,0.039,44.709,-3.957,15.737,60.0
Generator,p12 onwind existing,p12,Onshore Wind,0.0,0.0,,,,0.0,,88939.08,0.0,,,
Generator,p12 solar,p12,Solar,604.022,,1136962.443,,1136962.443,0.0,0.215,407.761,26757698.785,10724.667,26768362.727,23.544
Generator,p12 solar existing,p12,Solar,1419.4,1419.4,2668541.561,,2668541.561,0.0,0.215,4181.407,13225571.768,27990.972,62903378.04,23.572
Generator,p120 biomass,p120,Biomass,0.0,0.0,,,,0.0,,182208.0,0.0,,,
Generator,p120 hydrogen_ct_2050,p120,Hydrogen Combustion Turbine,151.961,,65710.052,,65710.052,0.0,0.049,1265464.949,14582387.546,13226812.842,27809102.494,423.209
Generator,p120 nuclear_2050,p120,Nuclear,53.152,,380293.509,,380293.509,0.0,0.817,69006.54,18194088.732,4323623.534,22517584.683,59.211
Generator,p120 onwind,p120,Onshore Wind,0.001,,0.958,,0.958,0.0,0.102,0.27,112.604,-12.374,40.794,42.364
Generator,p120 solar,p120,Solar,998.854,,1377987.801,,1377987.801,0.0,0.157,14.069,42289133.932,13373.542,45753873.545,33.203
Generator,p120 solar existing,p120,Solar,408.6,408.6,563679.159,,563679.159,0.0,0.157,18.215,3807220.392,5152.935,18716457.531,33.204
Generator,p121 hydro,p121,Reservoir & Dam,41.432,41.432,78920.687,,78920.687,0.0,0.217,19.353,7429637.221,738.67,3395053.794,43.019
Generator,p121 hydrogen_ct_2050,p121,Hydrogen Combustion Turbine,120.156,,53231.993,,53231.993,0.0,0.051,999336.968,11530391.192,10715030.353,22245329.548,417.894
Generator,p121 nuclear_2050,p121,Nuclear,0.059,,395.457,,395.457,0.0,0.765,103.436,20202.309,4496.25,24566.14,62.126
Generator,p121 onwind,p121,Onshore Wind,0.002,,2.392,,2.392,0.0,0.15,0.612,185.637,-30.885,74.593,31.556
Generator,p121 onwind existing,p121,Onshore Wind,0.0,0.0,,,,0.0,,313272.329,0.0,,,
Generator,p121 solar,p121,Solar,1112.07,,1564236.105,,1564236.105,0.0,0.161,13.588,47082400.443,16383.507,51863464.644,33.156
Generator,p121 solar existing,p121,Solar,348.7,348.7,490468.471,,490468.471,0.0,0.161,16.905,3249088.964,4896.398,16262261.937,33.157
Generator,p122 biomass,p122,Biomass,0.0,0.0,,,,0.0,,998856.065,0.0,,,
Generator,p122 hydro,p122,Reservoir & Dam,3155.615,3155.615,4899853.413,,4899853.413,0.0,0.177,10.539,565862420.905,50244.802,202340326.968,41.295
