Time,Mean Hourly Price (USD)
2050-01-04 00:00:00,312.4161229716023
2050-01-04 02:00:00,300.42603810966455
2050-01-04 04:00:00,297.51993154288596
2050-01-04 06:00:00,295.04383338531704
2050-01-04 08:00:00,305.9977153205481
2050-01-04 10:00:00,508.1509780042797
2050-01-04 12:00:00,304.0155417324796
2050-06-29 02:00:00,268.58843655183506
2050-07-18 22:00:00,4245.915394665078
2050-07-19 00:00:00,9953.878953744466
2050-07-19 02:00:00,5576.985679629293
2050-07-19 04:00:00,4760.0418063124525
2050-07-19 06:00:00,1462.7917356307207
2050-07-19 08:00:00,1435.726296638956
2050-07-19 10:00:00,1660.8503925726563
2050-07-19 12:00:00,1641.0180607816783
2050-08-04 00:00:00,733.1111328615798
2050-08-04 02:00:00,733.8018424968958
2050-08-04 04:00:00,678.7010016996778
2050-08-15 00:00:00,755.0098602479253
2050-08-15 02:00:00,753.290052551125
2050-08-15 04:00:00,748.4068946500337
2050-08-15 06:00:00,725.6299797991101
2050-08-15 08:00:00,713.1320291688879
2050-08-15 10:00:00,730.9185743827461
2050-08-15 12:00:00,746.8769207436007
2050-08-15 14:00:00,631.7930973485624
2050-08-16 00:00:00,1154.321910101551
2050-08-16 02:00:00,1188.2934179331921
2050-08-16 04:00:00,1188.5884160717344
2050-08-16 06:00:00,1150.3421371771442
2050-08-16 08:00:00,1121.9030709904614
2050-08-16 10:00:00,1113.6708034917085
2050-08-16 12:00:00,1130.0891546368537
2050-08-16 14:00:00,1118.7817898595683
