Time,Mean Hourly Price (USD)
2050-01-03 23:00:00,465.6649215261419
2050-01-04 00:00:00,467.3444599100032
2050-01-04 01:00:00,510.52859262477745
2050-01-04 02:00:00,512.2406998828327
2050-01-04 03:00:00,510.8090499764385
2050-01-04 04:00:00,493.2560580085015
2050-01-04 05:00:00,490.4558340835543
2050-01-04 06:00:00,494.56116291405175
2050-01-04 07:00:00,505.7529276950278
2050-01-04 08:00:00,507.5394329494191
2050-01-04 09:00:00,509.7511979028708
2050-01-04 10:00:00,513.3972427108957
2050-01-04 11:00:00,571.8446052024582
2050-01-04 12:00:00,520.2072799511288
2050-01-04 13:00:00,520.6890026588684
2050-07-07 21:00:00,2549.433020996779
2050-07-07 22:00:00,3431.89429308456
2050-07-07 23:00:00,5265.728058895265
2050-07-08 00:00:00,5702.881077068699
2050-07-08 01:00:00,7158.771141741306
2050-07-08 02:00:00,6054.4281363697455
2050-07-08 03:00:00,5682.795611106091
2050-07-08 04:00:00,5456.24909355396
2050-07-08 05:00:00,4479.568972954465
2050-07-08 06:00:00,2059.388069916827
2050-07-08 07:00:00,1491.6076659978296
2050-07-08 08:00:00,1455.5804912602273
2050-07-08 09:00:00,731.4929888576941
2050-07-19 01:00:00,7472.771106521733
2050-08-03 02:00:00,305.9573954110652
2050-08-10 00:00:00,908.4924589628232
2050-08-10 01:00:00,982.9673724203493
2050-08-10 02:00:00,982.2228435303383
2050-08-10 03:00:00,1001.2280560834818
2050-08-10 04:00:00,997.5661045222555
2050-08-10 05:00:00,978.9135054858107
2050-08-10 06:00:00,963.495958545941
2050-08-10 07:00:00,947.4587598970874
2050-08-10 08:00:00,951.8752809514554
2050-08-10 09:00:00,947.5543033613584
2050-08-10 10:00:00,852.9250371066627
2050-08-10 11:00:00,866.4618375592311
2050-08-10 12:00:00,950.2937029087423
2050-08-10 13:00:00,955.8373760483222
2050-08-10 14:00:00,960.4438561623276
2050-08-10 15:00:00,861.7432391934253
2050-08-10 16:00:00,688.3111591084869
2050-08-10 23:00:00,712.5326296155603
2050-08-11 00:00:00,863.546317755727
2050-08-11 01:00:00,984.3121153029728
2050-08-11 02:00:00,992.7151521313203
2050-08-11 03:00:00,1014.5611767579422
2050-08-11 04:00:00,998.1130614353048
2050-08-11 05:00:00,973.1546260459774
2050-08-11 06:00:00,962.4784994246353
2050-08-11 07:00:00,944.6363690791894
2050-08-11 08:00:00,950.7886157034688
2050-08-11 09:00:00,951.9486959356184
2050-08-11 10:00:00,959.2211723656676
2050-08-11 11:00:00,956.863496862449
2050-08-11 12:00:00,959.9262515962843
2050-08-11 13:00:00,966.8673436869379
2050-08-11 14:00:00,868.4586092547436
2050-08-14 22:00:00,335.91022661670956
2050-08-14 23:00:00,366.0010274678447
2050-08-15 00:00:00,372.61718437295815
2050-08-15 01:00:00,375.7343201701751
2050-08-15 02:00:00,376.2349659870979
2050-08-15 03:00:00,376.48412538194043
2050-08-15 04:00:00,375.2054769488838
2050-08-15 05:00:00,372.72028951498027
2050-08-15 06:00:00,338.6762518814427
2050-08-15 07:00:00,335.75091510884226
2050-08-15 08:00:00,334.636711189395
2050-08-15 09:00:00,335.65299185760824
2050-08-15 10:00:00,337.6138754572349
2050-08-15 11:00:00,366.9889860666355
2050-08-15 12:00:00,367.64322463472064
2050-08-15 13:00:00,367.1479434167157
2050-08-15 14:00:00,334.8321465561244
2050-08-16 00:00:00,594.6021127874104
2050-08-16 01:00:00,598.9654388062954
2050-08-16 02:00:00,597.6562083082546
2050-08-16 03:00:00,597.7461844029746
2050-08-16 04:00:00,594.0801159369172
