,,,,Optimal Capacity,Installed Capacity,Supply,Withdrawal,Energy Balance,Transmission,Capacity Factor,Curtailment,Capital Expenditure,Operational Expenditure,Revenue,Market Value
Generator,p103 hydrogen_ct_2050,p103,Hydrogen Combustion Turbine,6615.691,,2882536.907,,2882536.907,0.0,0.05,55070912.617,634852412.398,580224876.263,1215077229.17,421.531
Generator,p103 nuclear,p103,Nuclear,0.007,,27.105,,27.105,0.0,0.473,27.235,2332.833,360.652,2472.552,91.343
Generator,p103 nuclear existing,p103,Nuclear,0.0,0.0,,,,0.0,,,0.0,,,
Generator,p103 nuclear_2050,p103,Nuclear,6531.63,,36353338.823,,36353338.823,0.0,0.635,18859315.348,2235797506.695,413316351.711,2649113811.066,72.871
Generator,p103 onwind,p103,Onshore Wind,6507.962,,17526450.148,,17526450.148,0.0,0.307,1.825,669624487.656,-226273450.398,443351007.172,25.296
Generator,p103 onwind existing,p103,Onshore Wind,0.0,0.0,,,,0.0,,9421735.478,0.0,,,
Generator,p103 solar,p103,Solar,28686.023,,40017649.655,,40017649.655,0.0,0.159,894161.309,1228565956.904,418511.669,1444121837.435,36.087
Generator,p103 solar existing,p103,Solar,2391.4,2391.4,3409956.938,,3409956.938,0.0,0.163,641.505,22282395.608,32093.134,120389459.91,35.305
Generator,p103 waste,p103,Waste,0.0,0.0,,,,0.0,,137496.96,0.0,,,
Generator,p104 biomass,p104,Biomass,0.0,0.0,,,,0.0,,75321.984,0.0,,,
Generator,p104 hydro,p104,Reservoir & Dam,34.642,34.642,71968.685,,71968.685,0.0,0.237,1477.697,6212026.89,660.212,3060515.712,42.526
Generator,p104 hydrogen_ct_2050,p104,Hydrogen Combustion Turbine,294.202,,142130.628,,142130.628,0.0,0.055,2435074.623,28232054.932,28609588.712,56841573.83,399.925
Generator,p104 nuclear,p104,Nuclear,0.007,,26.584,,26.584,0.0,0.461,28.802,2347.991,353.737,2484.531,93.604
Generator,p104 nuclear existing,p104,Nuclear,0.0,0.0,,,,0.0,,,0.0,,,
Generator,p104 nuclear_2050,p104,Nuclear,631.833,,3336876.693,,3336876.693,0.0,0.603,2004085.924,216278515.56,37939081.595,254217536.969,76.184
Generator,p104 onwind,p104,Onshore Wind,770.367,,2041497.017,,2041497.017,0.0,0.303,1.812,79265425.531,-26357529.587,52907855.708,25.916
Generator,p104 solar,p104,Solar,1808.248,,2471822.502,,2471822.502,0.0,0.156,148723.116,77443705.709,22706.14,93095471.302,37.663
Generator,p104 solar existing,p104,Solar,0.0,0.0,,,,0.0,,8115.621,0.0,,,
Generator,p105 biomass,p105,Biomass,0.0,0.0,,,,0.0,,362664.0,0.0,,,
Generator,p105 hydro,p105,Reservoir & Dam,27.298,27.298,123533.308,,123533.308,0.0,0.517,2652.797,4895056.663,1268.461,7697811.44,62.314
Generator,p105 hydrogen_ct_2050,p105,Hydrogen Combustion Turbine,4396.422,,2511882.634,,2511882.634,0.0,0.065,36000776.244,421887818.538,505619197.935,927506952.576,369.248
Generator,p105 nuclear_2050,p105,Nuclear,0.179,,926.088,,926.088,0.0,0.589,589.964,61391.082,10528.0,71799.723,77.529
Generator,p105 onwind,p105,Onshore Wind,27025.34,,78685135.753,,78685135.753,0.0,0.332,1.867,2812038366.315,-1015747366.662,1796290977.59,22.829
Generator,p105 onwind existing,p105,Onshore Wind,0.0,0.0,,,,0.0,,11182320.472,0.0,,,
Generator,p105 solar,p105,Solar,8283.538,,11901338.628,,11901338.628,0.0,0.164,612126.585,350705423.444,114461.283,440879243.336,37.045
Generator,p105 solar existing,p105,Solar,3894.2,3894.2,5451360.098,,5451360.098,0.0,0.16,431384.504,36285065.224,56595.098,207261672.383,38.02
Generator,p106 hydrogen_ct_2050,p106,Hydrogen Combustion Turbine,473.058,,221548.524,,221548.524,0.0,0.053,3922438.515,45395402.506,44595289.412,89990624.305,406.189
Generator,p106 nuclear_2050,p106,Nuclear,2439.397,,13651090.018,,13651090.018,0.0,0.639,6969425.983,835013258.092,155196906.599,990210111.729,72.537
Generator,p106 onwind,p106,Onshore Wind,0.003,,7.446,,7.446,0.0,0.249,0.887,354.716,-96.129,197.896,26.576
Generator,p106 solar,p106,Solar,519.335,,782919.47,,782919.47,0.0,0.172,2176.989,21987418.07,7900.643,28415406.964,36.294
Generator,p106 solar existing,p106,Solar,0.0,0.0,,,,0.0,,141649.481,0.0,,,
Generator,p106 waste,p106,Waste,0.0,0.0,,,,0.0,,43786.86,0.0,,,
Generator,p107 biomass,p107,Biomass,0.0,0.0,,,,0.0,,17965.133,0.0,,,
Generator,p107 hydro,p107,Reservoir & Dam,172.518,172.518,762124.144,,762124.144,0.0,0.504,1717.933,30935796.959,7613.681,46232771.416,60.663
Generator,p107 hydrogen_ct_2050,p107,Hydrogen Combustion Turbine,901.824,,483705.776,,483705.776,0.0,0.061,7416269.7,86540465.324,97365130.151,183905529.095,380.201
Generator,p107 nuclear_2050,p107,Nuclear,2338.952,,13690156.843,,13690156.843,0.0,0.668,6081284.873,800630593.527,155635359.314,956265897.432,69.851
Generator,p107 onwind,p107,Onshore Wind,0.001,,2.309,,2.309,0.0,0.179,0.483,150.448,-29.809,77.513,34.038
Generator,p107 solar,p107,Solar,7161.633,,10735264.421,,10735264.421,0.0,0.171,153113.906,303206630.608,113618.807,380312870.266,35.427
Generator,p107 solar existing,p107,Solar,1264.7,1264.7,1909293.292,,1909293.292,0.0,0.172,13526.862,11784120.484,19627.504,67161028.482,35.176
Generator,p108 biomass,p108,Biomass,0.0,0.0,,,,0.0,,501452.16,0.0,,,
Generator,p108 hydrogen_ct_2050,p108,Hydrogen Combustion Turbine,0.03,,16.004,,16.004,0.0,0.061,247.934,2891.303,3221.387,6012.872,375.082
Generator,p108 nuclear_2050,p108,Nuclear,1789.737,,11590909.847,,11590909.847,0.0,0.739,3537956.643,612632782.593,131782769.732,744415491.426,64.224
Generator,p108 onwind,p108,Onshore Wind,0.003,,3.124,,3.124,0.0,0.114,1.811,324.972,-40.336,119.539,37.917
Generator,p108 solar,p108,Solar,3374.46,,5139882.32,,5139882.32,0.0,0.174,12091.201,140660243.051,48695.312,165243799.435,32.149
Generator,p108 solar existing,p108,Solar,410.0,410.0,617364.702,,617364.702,0.0,0.172,8604.87,3820265.2,5949.709,20077194.455,32.521
Generator,p109 biomass,p109,Biomass,0.0,0.0,,,,0.0,,167978.208,0.0,,,
Generator,p109 hydro,p109,Reservoir & Dam,412.311,412.311,780742.218,,780742.218,0.0,0.216,4822.381,73935354.372,7920.167,37260307.313,47.724
Generator,p109 hydrogen_ct_2050,p109,Hydrogen Combustion Turbine,703.185,,394108.434,,394108.434,0.0,0.064,5765796.294,67478819.786,79329702.465,146808455.189,372.508
Generator,p109 nuclear_2050,p109,Nuclear,6170.254,,38435497.578,,38435497.578,0.0,0.711,13722401.313,2112097345.117,436965939.538,2549063237.27,66.321
Generator,p109 onwind,p109,Onshore Wind,0.002,,2.091,,2.091,0.0,0.12,0.872,206.167,-26.999,85.141,40.5
Generator,p109 solar,p109,Solar,24939.838,,36865895.039,,36865895.039,0.0,0.169,111148.591,1039586693.633,356947.67,1237924743.821,33.579
Generator,p109 solar existing,p109,Solar,164.7,164.7,237092.617,,237092.617,0.0,0.164,7099.829,1534628.484,2442.04,8175046.766,34.48
Generator,p11 biomass,p11,Biomass,0.0,0.0,,,,0.0,,171252.192,0.0,,,
Generator,p11 hydro,p11,Reservoir & Dam,42.0,42.0,89849.813,,89849.813,0.0,0.244,391.051,7802074.533,841.519,5035269.504,56.041
Generator,p11 hydrogen_ct_2050,p11,Hydrogen Combustion Turbine,576.311,,328729.463,,328729.463,0.0,0.065,4719752.687,55303715.282,66169855.192,121473500.611,369.524
Generator,p11 nuclear_2050,p11,Nuclear,2722.17,,17244974.575,,17244974.575,0.0,0.723,5765859.404,931807499.467,196040875.653,1127848317.908,65.402
Generator,p11 onwind,p11,Onshore Wind,0.0,,0.271,,0.271,0.0,0.273,0.003,11.874,-3.494,10.497,40.0
Generator,p11 onwind existing,p11,Onshore Wind,0.0,0.0,,,,0.0,,134044.206,0.0,,,
Generator,p11 solar,p11,Solar,6425.184,,12134004.989,,12134004.989,0.0,0.216,11662.479,276648390.623,118393.387,276766758.995,22.809
Generator,p11 solar existing,p11,Solar,0.0,0.0,,,,0.0,,202831.574,0.0,,,
Generator,p110 biomass,p110,Biomass,0.0,0.0,,,,0.0,,21024.0,0.0,,,
Generator,p110 hydrogen_ct_2050,p110,Hydrogen Combustion Turbine,101.965,,50006.892,,50006.892,0.0,0.056,843210.795,9784773.945,10065840.162,19850540.048,396.956
Generator,p110 nuclear_2050,p110,Nuclear,802.987,,5378490.185,,5378490.185,0.0,0.765,1409256.255,274865006.472,61145501.564,336010451.178,62.473
Generator,p110 onwind,p110,Onshore Wind,0.002,,1.552,,1.552,0.0,0.107,0.694,173.708,-20.033,67.982,43.111
Generator,p110 solar,p110,Solar,853.924,,1239085.441,,1239085.441,0.0,0.166,32.525,35594764.012,12973.068,44515094.427,35.926
Generator,p110 solar existing,p110,Solar,111.0,111.0,161038.492,,161038.492,0.0,0.166,32.262,1034266.92,1602.523,5786426.485,35.932
Generator,p111 biomass,p111,Biomass,0.0,0.0,,,,0.0,,178704.0,0.0,,,
Generator,p111 hydrogen_ct_2050,p111,Hydrogen Combustion Turbine,1630.059,,806160.642,,806160.642,0.0,0.056,13473153.071,156423074.589,162272263.475,318695271.631,395.325
Generator,p111 nuclear,p111,Nuclear,4134.36,,8806901.651,,8806901.651,0.0,0.243,26250255.498,1361982070.635,117187141.841,1479169142.201,167.956
Generator,p111 nuclear existing,p111,Nuclear,0.0,0.0,,,,0.0,,,0.0,,,
Generator,p111 nuclear_2050,p111,Nuclear,0.036,,199.361,,199.361,0.0,0.624,109.042,12488.199,2266.421,14602.058,73.238
Generator,p111 onwind,p111,Onshore Wind,26109.964,,82008352.198,,82008352.198,0.0,0.359,54330.964,2656279699.607,-1058692657.284,1597587030.641,19.481
Generator,p111 onwind existing,p111,Onshore Wind,0.0,0.0,,,,0.0,,47773.056,0.0,,,
Generator,p111 solar,p111,Solar,2887.347,,3880900.487,,3880900.487,0.0,0.153,317334.071,116579675.109,36340.901,151038023.259,38.918
Generator,p111 solar existing,p111,Solar,162.6,162.6,216133.798,,216133.798,0.0,0.152,20288.482,1515061.272,2316.484,8505623.749,39.354
Generator,p112 biomass,p112,Biomass,0.0,0.0,,,,0.0,,256817.76,0.0,,,
Generator,p112 hydro,p112,Reservoir & Dam,11.083,11.083,21073.159,,21073.159,0.0,0.217,42.435,1910816.282,206.42,1027337.128,48.751
Generator,p112 hydrogen_ct_2050,p112,Hydrogen Combustion Turbine,1163.994,,643141.642,,643141.642,0.0,0.063,9553445.203,111698748.039,129457933.763,241156614.148,374.967
Generator,p112 nuclear_2050,p112,Nuclear,4392.082,,26719000.983,,26719000.983,0.0,0.694,10407801.473,1503423691.546,303745598.636,1807169240.619,67.636
Generator,p112 onwind,p112,Onshore Wind,0.048,,133.384,,133.384,0.0,0.318,1.537,4870.159,-1721.998,3073.767,23.039
Generator,p112 onwind existing,p112,Onshore Wind,0.0,0.0,,,,0.0,,3470172.002,0.0,,,
Generator,p112 solar,p112,Solar,11298.67,,16579171.139,,16579171.139,0.0,0.168,228.732,456195775.676,172032.336,585148885.803,35.294
Generator,p112 solar existing,p112,Solar,2434.4,2434.4,3547451.088,,3547451.088,0.0,0.166,24729.608,22683057.568,38123.005,126075311.939,35.54
Generator,p113 hydrogen_ct_2050,p113,Hydrogen Combustion Turbine,970.721,,426905.42,,426905.42,0.0,0.05,8076609.882,93151956.388,85931589.486,179083477.699,419.492
Generator,p113 nuclear_2050,p113,Nuclear,2159.788,,13420551.291,,13420551.291,0.0,0.709,4836397.443,739302267.904,152579074.797,891881291.807,66.456
Generator,p113 onwind,p113,Onshore Wind,0.003,,6.834,,6.834,0.0,0.234,0.892,339.804,-88.232,191.007,27.949
Generator,p113 solar,p113,Solar,2066.666,,3026150.216,,3026150.216,0.0,0.167,5360.819,83443820.518,31702.857,103491485.076,34.199
Generator,p113 solar existing,p113,Solar,1021.0,1021.0,1497566.193,,1497566.193,0.0,0.167,98.706,9513392.12,13673.251,51128175.173,34.141
Generator,p114 biomass,p114,Biomass,0.0,0.0,,,,0.0,,39441.024,0.0,,,
Generator,p114 hydro,p114,Reservoir & Dam,4.689,4.689,8906.328,,8906.328,0.0,0.217,27.235,808422.252,97.942,428448.442,48.106
Generator,p114 hydrogen_ct_2050,p114,Hydrogen Combustion Turbine,404.63,,183705.342,,183705.342,0.0,0.052,3360856.239,38828982.371,36978150.287,75807062.809,412.656
Generator,p114 nuclear_2050,p114,Nuclear,3492.579,,21834191.468,,21834191.468,0.0,0.714,7689001.137,1195520870.989,248225802.441,1443746625.468,66.123
Generator,p114 onwind,p114,Onshore Wind,0.001,,2.207,,2.207,0.0,0.18,0.373,141.908,-28.487,74.771,34.16
Generator,p114 solar,p114,Solar,1297.224,,1911547.062,,1911547.062,0.0,0.168,45.253,52376774.398,19635.553,64650779.34,33.821
Generator,p114 solar existing,p114,Solar,280.0,280.0,412565.637,,412565.637,0.0,0.168,43.197,2608961.6,3872.386,13954576.78,33.824
Generator,p115 biomass,p115,Biomass,0.0,0.0,,,,0.0,,42048.0,0.0,,,
Generator,p115 hydro,p115,Reservoir & Dam,159.845,159.845,304539.493,,304539.493,0.0,0.217,8.197,28663254.472,2844.989,15089536.229,49.549
Generator,p115 hydrogen_ct_2050,p115,Hydrogen Combustion Turbine,1336.222,,631614.398,,631614.398,0.0,0.054,11073690.393,128226033.92,127137716.433,255363683.756,404.303
Generator,p115 nuclear,p115,Nuclear,0.006,,28.812,,28.812,0.0,0.515,26.869,2378.935,383.376,2542.033,88.204
Generator,p115 nuclear existing,p115,Nuclear,0.0,0.0,,,,0.0,,,0.0,,,
Generator,p115 nuclear_2050,p115,Nuclear,3431.009,,21899311.985,,21899311.985,0.0,0.729,7103419.648,1174445170.866,248960967.542,1423406091.148,64.998
Generator,p115 onwind,p115,Onshore Wind,0.002,,2.744,,2.744,0.0,0.156,0.962,207.055,-35.429,95.861,35.29
Generator,p115 onwind existing,p115,Onshore Wind,0.0,0.0,,,,0.0,,118695.853,0.0,,,
Generator,p115 solar,p115,Solar,1550.009,,2174332.083,,2174332.083,0.0,0.16,6.978,65623718.019,23343.973,84932353.965,39.061
Generator,p115 solar existing,p115,Solar,103.6,103.6,145322.298,,145322.298,0.0,0.16,6.921,965315.792,1501.35,5676724.858,39.063
Generator,p116 hydro,p116,Reservoir & Dam,519.375,519.375,989521.368,,989521.368,0.0,0.217,27.922,93133879.745,8990.433,48653331.731,49.169
Generator,p116 hydrogen_ct_2050,p116,Hydrogen Combustion Turbine,653.917,,294120.769,,294120.769,0.0,0.051,5434191.981,62750935.409,59203470.926,121954338.272,414.64
Generator,p116 nuclear_2050,p116,Nuclear,2297.389,,14502155.197,,14502155.197,0.0,0.721,4917948.381,786403403.304,164887667.644,951291016.764,65.597
Generator,p116 onwind,p116,Onshore Wind,0.001,,1.649,,1.649,0.0,0.171,0.305,113.742,-21.291,60.205,36.158
Generator,p116 onwind existing,p116,Onshore Wind,0.0,0.0,,,,0.0,,1379890.066,0.0,,,
Generator,p116 solar,p116,Solar,4500.311,,6565641.701,,6565641.701,0.0,0.167,27.003,197888954.955,63948.323,249179440.705,37.952
Generator,p116 solar existing,p116,Solar,200.8,200.8,292926.853,,292926.853,0.0,0.167,27.694,1870998.176,2774.391,11118160.872,37.955
Generator,p117 biomass,p117,Biomass,0.0,0.0,,,,0.0,,28032.0,0.0,,,
Generator,p117 hydro,p117,Reservoir & Dam,480.664,480.664,915765.819,,915765.819,0.0,0.217,28.279,86192226.849,9214.123,44717000.853,48.83
Generator,p117 hydrogen_ct_2050,p117,Hydrogen Combustion Turbine,175.867,,95970.805,,95970.805,0.0,0.062,1444627.708,16876522.276,19318046.89,36194499.834,377.141
Generator,p117 nuclear_2050,p117,Nuclear,1506.727,,10004776.975,,10004776.975,0.0,0.758,2731765.903,515757324.499,113740783.304,629498053.558,62.92
Generator,p117 onwind,p117,Onshore Wind,0.004,,3.543,,3.543,0.0,0.089,2.488,461.382,-45.733,144.667,41.275
Generator,p117 solar,p117,Solar,1135.678,,1636613.303,,1636613.303,0.0,0.165,24.041,49888615.485,15735.228,59724983.265,36.493
Generator,p118 biomass,p118,Biomass,0.0,0.0,,,,0.0,,108602.1,0.0,,,
Generator,p118 hydro,p118,Reservoir & Dam,409.08,409.08,779360.733,,779360.733,0.0,0.217,47.378,73355921.298,7472.969,37996659.224,48.754
Generator,p118 hydrogen_ct_2050,p118,Hydrogen Combustion Turbine,0.274,,158.501,,158.501,0.0,0.066,2241.084,26286.302,31904.789,58105.225,366.668
Generator,p118 nuclear_2050,p118,Nuclear,1628.045,,11173885.184,,11173885.184,0.0,0.783,2588172.978,557284842.94,127027580.636,684312367.682,61.242
Generator,p118 onwind,p118,Onshore Wind,0.007,,3.412,,3.412,0.0,0.06,3.38,668.251,-44.048,134.942,39.487
Generator,p118 solar,p118,Solar,5346.682,,8042648.837,,8042648.837,0.0,0.172,51.647,222869916.819,81367.443,277300857.54,34.479
Generator,p118 solar existing,p118,Solar,250.7,250.7,377043.671,,377043.671,0.0,0.172,69.678,2335952.404,4057.514,13002317.126,34.485
Generator,p119 biomass,p119,Biomass,0.0,0.0,,,,0.0,,429047.28,0.0,,,
Generator,p119 hydrogen_ct_2050,p119,Hydrogen Combustion Turbine,112.275,,43398.016,,43398.016,0.0,0.044,940133.491,10774118.792,8735559.157,19509606.035,449.551
Generator,p119 nuclear_2050,p119,Nuclear,339.78,,2474550.341,,2474550.341,0.0,0.831,397655.035,116307931.477,28133277.533,144441151.839,58.371
Generator,p119 onwind,p119,Onshore Wind,0.004,,5.312,,5.312,0.0,0.17,1.604,372.858,-68.569,196.465,36.77
Generator,p119 onwind existing,p119,Onshore Wind,0.0,0.0,,,,0.0,,338371.18,0.0,,,
Generator,p119 solar,p119,Solar,290.929,,403693.657,,403693.657,0.0,0.158,3.337,12317254.365,4157.762,17080178.472,42.31
Generator,p119 solar existing,p119,Solar,36.5,36.5,50644.653,,50644.653,0.0,0.158,3.247,340096.78,526.508,2142871.22,42.312
Generator,p12 biomass,p12,Biomass,0.0,0.0,,,,0.0,,28032.0,0.0,,,
Generator,p12 geothermal,p12,Geothermal,927.8,927.8,6234309.204,,6234309.204,0.0,0.767,430813.492,361435696.306,18591494.525,304006496.636,48.763
Generator,p12 hydrogen_ct_2050,p12,Hydrogen Combustion Turbine,174.063,,101315.79,,101315.79,0.0,0.066,1423477.885,16703387.805,20393952.208,37097267.187,366.155
Generator,p12 nuclear_2050,p12,Nuclear,977.016,,5534720.553,,5534720.553,0.0,0.647,2724116.278,334435774.801,62928580.914,397364290.216,71.795
Generator,p12 onwind,p12,Onshore Wind,0.0,,0.321,,0.321,0.0,0.333,0.002,12.886,-4.144,13.655,39.0
Generator,p12 onwind existing,p12,Onshore Wind,0.0,0.0,,,,0.0,,95987.659,0.0,,,
Generator,p12 solar,p12,Solar,0.146,,245.687,,245.687,0.0,0.192,27.491,6458.081,2.318,6419.063,26.124
Generator,p12 solar existing,p12,Solar,1419.4,1419.4,2659306.03,,2659306.03,0.0,0.214,134.203,13225571.768,27894.099,62629263.786,23.551
Generator,p120 biomass,p120,Biomass,0.0,0.0,,,,0.0,,182208.0,0.0,,,
Generator,p120 hydrogen_ct_2050,p120,Hydrogen Combustion Turbine,143.755,,72256.211,,72256.211,0.0,0.057,1187033.633,13794919.914,14544465.455,28339310.908,392.206
Generator,p120 nuclear_2050,p120,Nuclear,49.814,,338004.911,,338004.911,0.0,0.775,83078.705,17051483.796,3842965.739,20894354.678,61.817
Generator,p120 onwind,p120,Onshore Wind,0.001,,1.097,,1.097,0.0,0.151,0.137,89.43,-14.157,52.194,45.846
Generator,p120 solar,p120,Solar,999.945,,1469866.467,,1469866.467,0.0,0.168,19.39,42335322.356,14265.236,58228767.143,39.615
Generator,p120 solar existing,p120,Solar,408.6,408.6,600606.794,,600606.794,0.0,0.168,21.456,3807220.392,5490.513,23793569.864,39.616
Generator,p121 hydro,p121,Reservoir & Dam,41.432,41.432,78925.021,,78925.021,0.0,0.217,15.088,7429637.221,738.71,3928074.254,49.77
Generator,p121 hydrogen_ct_2050,p121,Hydrogen Combustion Turbine,333.471,,169897.48,,169897.48,0.0,0.058,2751308.049,32000413.986,34198791.295,66199135.83,389.642
Generator,p121 nuclear_2050,p121,Nuclear,0.161,,1046.016,,1046.016,0.0,0.74,318.402,55250.734,11891.415,67018.278,64.069
Generator,p121 onwind,p121,Onshore Wind,0.001,,2.427,,2.427,0.0,0.192,0.416,151.201,-31.329,79.51,32.429
Generator,p121 onwind existing,p121,Onshore Wind,0.0,0.0,,,,0.0,,353089.67,0.0,,,
Generator,p121 solar,p121,Solar,1111.615,,1635844.554,,1635844.554,0.0,0.168,15.097,47063165.215,17133.52,63240980.94,38.66
Generator,p121 solar existing,p121,Solar,348.7,348.7,513132.455,,513132.455,0.0,0.168,16.576,3249088.964,5122.654,19837908.24,38.66
Generator,p122 biomass,p122,Biomass,0.0,0.0,,,,0.0,,998856.065,0.0,,,
Generator,p122 hydro,p122,Reservoir & Dam,3155.615,3155.615,4899858.198,,4899858.198,0.0,0.177,5.822,565862420.905,50244.851,227379518.151,46.405
