Time,Mean Hourly Price (USD)
2050-01-04 00:00:00,505.82648158752346
2050-01-04 04:00:00,505.3960936987141
2050-01-04 08:00:00,508.65588477061874
2050-01-04 12:00:00,471.88194117635067
2050-07-07 20:00:00,2588.9515101670986
2050-07-08 00:00:00,7239.30668569411
2050-07-08 04:00:00,3584.492942668485
2050-07-08 08:00:00,1092.7956935352474
2050-07-19 00:00:00,499.28926475809186
2050-08-03 00:00:00,261.1945470732263
2050-08-03 04:00:00,255.8489200854894
2050-08-03 08:00:00,252.92778232231507
2050-08-05 00:00:00,395.2353851995076
2050-08-05 04:00:00,388.01872246204454
2050-08-05 08:00:00,355.26737463383915
2050-08-10 00:00:00,991.0702487841968
2050-08-10 04:00:00,984.7842895372648
2050-08-10 08:00:00,983.7449682983286
2050-08-10 12:00:00,985.1240843664277
2050-08-11 00:00:00,943.9440661637385
2050-08-11 04:00:00,936.6016585783613
2050-08-11 08:00:00,941.6058651886937
2050-08-11 12:00:00,836.7519211615376
2050-08-15 00:00:00,279.2390576909528
2050-08-15 04:00:00,276.2988772947498
2050-08-15 08:00:00,262.0557353391604
2050-08-15 12:00:00,252.00311404570525
2050-08-16 00:00:00,509.26263395154746
