Time,Mean Hourly Price (USD)
2050-01-04 00:00:00,296.334581927092
2050-01-04 04:00:00,290.62926277933406
2050-01-04 08:00:00,309.8120103983513
2050-01-04 12:00:00,304.71523794827846
2050-07-07 00:00:00,386.4864812611757
2050-07-17 20:00:00,293.9733686566399
2050-07-18 00:00:00,398.24362689385316
2050-07-18 20:00:00,532.7646234468077
2050-07-19 00:00:00,626.691701636321
2050-08-03 20:00:00,339.3021614714495
2050-08-04 00:00:00,7613.55974189043
2050-08-04 04:00:00,4390.162898712158
2050-08-04 08:00:00,1783.7673956662263
2050-08-04 12:00:00,485.2220530616337
2050-08-05 00:00:00,398.50567861084045
2050-08-08 00:00:00,1731.73974340356
2050-08-08 04:00:00,1713.9481238296728
2050-08-08 08:00:00,1653.6818308913344
2050-08-08 12:00:00,1641.4702323686454
2050-09-06 00:00:00,534.7604074657174
