,,,,Optimal Capacity,Installed Capacity,Supply,Withdrawal,Energy Balance,Transmission,Capacity Factor,Curtailment,Capital Expenditure,Operational Expenditure,Revenue,Market Value
,,,,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050
Generator,p1 biomass,p1,Biomass,0.0,0.0,,,,0.0,,294991.488,0.0,,,
Generator,p1 hydro,p1,Reservoir & Dam,4577.9,4577.9,16681290.622,,16681290.622,0.0,0.416,17.306,876221789.496,159677.962,712903795.801,42.737
Generator,p1 hydrogen_ct_2050,p1,Hydrogen Combustion Turbine,955.378,,448469.9,,448469.9,0.0,0.054,7920637.903,91679586.323,90272546.362,181952068.446,405.717
Generator,p1 nuclear_2050,p1,Nuclear,7902.187,,48257394.02,,48257394.02,0.0,0.697,18540748.41,2704943686.592,548626934.404,3253570597.694,67.421
Generator,p1 onwind,p1,Onshore Wind,0.004,,1.781,,1.781,0.0,0.051,0.728,410.44,-22.998,141.196,80.6
Generator,p1 onwind existing,p1,Onshore Wind,0.0,0.0,,,,0.0,,387385.627,0.0,,,
Generator,p1 solar,p1,Solar,0.021,,29.219,,29.219,0.0,0.159,2.366,884.511,0.288,832.471,28.452
Generator,p1 solar existing,p1,Solar,11.0,11.0,16487.945,,16487.945,0.0,0.171,13.611,102494.92,166.572,445487.587,27.019
Generator,p10 biomass,p10,Biomass,0.0,0.0,,,,0.0,,2552775.809,0.0,,,
Generator,p10 geothermal,p10,Geothermal,1106.9,1106.9,8195918.688,,8195918.688,0.0,0.845,136318.371,447768184.622,25302879.426,401895308.844,49.036
Generator,p10 hydro,p10,Reservoir & Dam,2622.61,2622.61,5630240.535,,5630240.535,0.0,0.245,4673.935,487185683.104,61716.042,315964502.256,56.119
Generator,p10 hydrogen_ct_2050,p10,Hydrogen Combustion Turbine,4250.03,,1712462.48,,1712462.48,0.0,0.046,35517798.502,407839760.929,344701048.737,752540755.612,439.449
Generator,p10 nuclear_2050,p10,Nuclear,14487.554,,86558424.149,,86558424.149,0.0,0.682,35906616.222,4959135474.859,984005016.551,5943140477.544,68.66
Generator,p10 offwind,p10,Fixed Bottom Offshore Wind,0.003,,8.424,,8.424,0.0,0.279,1.69,764.882,0.087,676.575,80.448
Generator,p10 onwind,p10,Onshore Wind,0.001,,0.973,,0.973,0.0,0.077,0.371,151.623,-12.566,57.871,60.091
Generator,p10 onwind existing,p10,Onshore Wind,0.0,0.0,,,,0.0,,3968643.828,0.0,,,
Generator,p10 solar,p10,Solar,51262.899,,95824684.854,,95824684.854,0.0,0.213,41.066,2207220727.146,885772.632,2208106491.484,23.043
Generator,p10 solar existing,p10,Solar,0.0,0.0,,,,0.0,,33908183.165,0.0,,,
Generator,p100 biomass,p100,Biomass,0.0,0.0,,,,0.0,,17520.0,0.0,,,
Generator,p100 hydro,p100,Reservoir & Dam,3.852,3.852,7335.066,,7335.066,0.0,0.217,4.857,690815.011,76.711,317275.068,43.254
Generator,p100 hydrogen_ct_2050,p100,Hydrogen Combustion Turbine,0.067,,32.32,,32.32,0.0,0.055,556.583,6451.143,6505.683,12874.36,398.287
Generator,p100 nuclear_2050,p100,Nuclear,361.6,,2418164.656,,2418164.656,0.0,0.763,638483.256,123776802.314,27491759.338,151268482.094,62.555
Generator,p100 onwind,p100,Onshore Wind,0.001,,0.487,,0.487,0.0,0.086,0.167,71.364,-6.282,15.533,29.5
Generator,p100 solar,p100,Solar,1735.267,,2447068.945,,2447068.945,0.0,0.161,3.313,72332498.374,24596.525,80601401.191,32.938
Generator,p100 solar existing,p100,Solar,218.9,218.9,308689.292,,308689.292,0.0,0.161,3.275,2039648.908,2815.047,10167661.98,32.938
Generator,p101 biomass,p101,Biomass,0.0,0.0,,,,0.0,,3484493.638,0.0,,,
Generator,p101 hydrogen_ct_2050,p101,Hydrogen Combustion Turbine,5730.704,,2329282.5,,2329282.5,0.0,0.046,47871683.292,549927648.833,468860391.673,1018787990.561,437.383
Generator,p101 nuclear_2050,p101,Nuclear,18263.778,,142800789.367,,142800789.367,0.0,0.893,11585131.007,6251749007.153,1623363870.447,7875112866.624,55.148
Generator,p101 offwind,p101,Fixed Bottom Offshore Wind,0.001,,1.666,,1.666,0.0,0.241,0.752,176.238,0.017,83.957,50.421
Generator,p101 onwind,p101,Onshore Wind,0.002,,1.513,,1.513,0.0,0.09,0.66,193.759,-19.532,68.874,46.235
Generator,p101 solar,p101,Solar,20718.234,,30236786.921,,30236786.921,0.0,0.167,53.059,846680753.431,299117.316,846979838.013,28.012
Generator,p101 solar existing,p101,Solar,7477.0,7477.0,10912147.773,,10912147.773,0.0,0.167,20.409,69668592.44,102038.441,305666397.482,28.012
Generator,p101 waste,p101,Waste,0.0,0.0,,,,0.0,,2011278.48,0.0,,,
Generator,p102 biomass,p102,Biomass,0.0,0.0,,,,0.0,,1072654.464,0.0,,,
Generator,p102 hydrogen_ct_2050,p102,Hydrogen Combustion Turbine,1775.375,,676075.419,,676075.419,0.0,0.043,14876210.885,170367882.488,136087068.56,306454889.701,453.285
Generator,p102 nuclear,p102,Nuclear,11145.452,,55951791.562,,55951791.562,0.0,0.573,40254186.997,3719471727.514,731872945.155,4451344652.327,79.557
Generator,p102 nuclear existing,p102,Nuclear,0.0,0.0,,,,0.0,,,0.0,,,
Generator,p102 nuclear_2050,p102,Nuclear,0.086,,679.231,,679.231,0.0,0.903,46.897,29404.015,7721.537,36984.029,54.448
Generator,p102 offwind,p102,Fixed Bottom Offshore Wind,0.001,,2.101,,2.101,0.0,0.258,0.88,206.374,0.022,118.517,56.375
Generator,p102 onwind,p102,Onshore Wind,0.002,,1.864,,1.864,0.0,0.121,0.508,178.706,-24.066,75.198,40.857
Generator,p102 solar,p102,Solar,23124.299,,33859245.116,,33859245.116,0.0,0.167,26954.825,945008083.322,349657.162,945357724.304,27.92
Generator,p102 solar existing,p102,Solar,2099.3,2099.3,3075979.744,,3075979.744,0.0,0.167,321.122,19560689.596,31442.81,85822688.314,27.901
Generator,p102 waste,p102,Waste,224.3,224.3,1680795.881,,1680795.881,0.0,0.855,7960.82,,3426209.769,86364591.452,51.383
Generator,p103 biomass,p103,Biomass,0.0,0.0,,,,0.0,,2512923.569,0.0,,,
Generator,p103 hydro,p103,Reservoir & Dam,2312.34,2312.34,3234692.859,,3234692.859,0.0,0.16,58187.543,414646990.055,31452.786,102880688.274,31.805
