Link,bus0,bus1,p_nom,carrier,underwater_fraction,efficiency,length,capital_cost,p_nom_min,p_min_pu,p_nom_max,marginal_cost,p_nom_opt,type,build_year,lifetime,p_nom_mod,p_nom_extendable,p_set,p_max_pu,marginal_cost_quadratic,stand_by_cost,terrain_factor,committable,start_up_cost,shut_down_cost,min_up_time,min_down_time,up_time_before,down_time_before,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down
1_fwd,p38,p23,190.0,DC,0.0,0.9684788871398095,695.2073469553062,21689.73103315074,0.0,0.0,20190.0,0.009913425044835271,190.0,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
2_fwd,p39,p24,95.0,DC,0.0,0.9759052581596729,218.96917940530068,11969.820562078348,0.0,0.0,20095.0,0.01066233549673283,95.0,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
3_fwd,p39,p33,190.0,DC,0.0,0.9788734316542199,350.74504288333486,8117.815295330879,0.0,0.0,20190.0,0.009546082597087929,190.0,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
4_fwd,p52,p34,200.0,DC,0.0,0.9743394140903721,457.4562175377358,14038.342071645795,0.0,0.0,20200.0,0.010509726104284824,200.0,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
5_fwd,p48,p31,190.0,DC,0.0,0.9655670697486045,428.02072787647614,25463.184297775675,0.0,0.0,20190.0,0.010609399811702478,190.0,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
6_fwd,p47,p59,190.0,DC,0.0,0.9675833156435363,440.3102990733439,22833.42812798839,0.0,0.0,20190.0,0.009161874743167467,190.0,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
7_fwd,p50,p63,190.0,DC,0.0,0.9773949435654936,378.3022634125078,10046.315152126412,0.0,0.0,20190.0,0.010828828921505284,190.0,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
8_fwd,p85,p57,550.0,DC,0.0,0.9751361468068228,404.23192547047836,12989.776515084974,0.0,0.0,20550.0,0.010634501194945111,550.0,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
9_fwd,p25,p10,2300.0,DC,0.0,0.9540283285798011,1051.096692239575,40557.78121681604,0.0,0.0,22300.0,0.01019092405963702,2300.0,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
10_fwd,p5,p10,3000.0,DC,0.0,0.9321070147514833,1590.1568445674975,69172.1569515525,0.0,0.0,23000.0,0.01041585879990102,3000.0,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
11_fwd,p37,p43,950.0,DC,0.0,0.9575381224977031,571.9003245603501,35931.089948722154,0.0,0.0,20950.0,0.009691640566503372,950.0,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
12_fwd,p126,p128,630.0,DC,0.0,0.9771486761598658,146.32718109442527,10344.537346103676,0.0,0.0,20630.0,0.009941120725337472,630.0,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
13_fwd,p126,p127,630.0,DC,0.0,0.9797412381131315,304.8459795277534,6979.884810666337,0.0,0.0,20630.0,0.009294725667935882,630.0,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
14_fwd,p36,p43,475.0,DC,0.0,0.9543689844026425,819.7549680083362,40081.741258819726,0.0,0.0,20475.0,0.009999814571778235,475.0,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
16_fwd,p132,p128,300.0,DC,0.0,0.9786073121977662,112.93427880452433,8441.261560919633,0.0,0.0,20300.0,0.010565642692287259,300.0,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
1_rev,p23,p38,190.0,DC,0.0,0.9684788871398095,695.2073469553062,21690.77137094098,0.0,0.0,20190.0,0.01011679283690642,190.0,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
2_rev,p24,p39,95.0,DC,0.0,0.9759052581596729,218.96917940530068,11971.218141478124,0.0,0.0,20095.0,0.009266968791979949,95.0,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
3_rev,p33,p39,190.0,DC,0.0,0.9788734316542199,350.74504288333486,8120.605239324089,0.0,0.0,20190.0,0.010659103983806196,190.0,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
4_rev,p34,p52,200.0,DC,0.0,0.9743394140903721,457.4562175377358,14036.390516954845,0.0,0.0,20200.0,0.010475973535056861,200.0,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
5_rev,p31,p48,190.0,DC,0.0,0.9655670697486045,428.02072787647614,25460.05313563768,0.0,0.0,20190.0,0.009074709950721967,190.0,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
6_rev,p59,p47,190.0,DC,0.0,0.9675833156435363,440.3102990733439,22838.6521101878,0.0,0.0,20190.0,0.010609763362229241,190.0,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
7_rev,p63,p50,190.0,DC,0.0,0.9773949435654936,378.3022634125078,10044.342875868711,0.0,0.0,20190.0,0.010730488970619394,190.0,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
8_rev,p57,p85,550.0,DC,0.0,0.9751361468068228,404.23192547047836,12991.821141029193,0.0,0.0,20550.0,0.010024759126885194,550.0,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
9_rev,p10,p25,2300.0,DC,0.0,0.9540283285798011,1051.096692239575,40557.81292892173,0.0,0.0,22300.0,0.009757187624652917,2300.0,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
10_rev,p10,p5,3000.0,DC,0.0,0.9321070147514833,1590.1568445674975,69172.73875975834,0.0,0.0,23000.0,0.009166958183626422,3000.0,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
11_rev,p43,p37,950.0,DC,0.0,0.9575381224977031,571.9003245603501,35930.33950063293,0.0,0.0,20950.0,0.010656551956615483,950.0,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
12_rev,p128,p126,630.0,DC,0.0,0.9771486761598658,146.32718109442527,10343.788592270526,0.0,0.0,20630.0,0.009007317728128952,630.0,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
13_rev,p127,p126,630.0,DC,0.0,0.9797412381131315,304.8459795277534,6982.43248465941,0.0,0.0,20630.0,0.009686973391852174,630.0,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
14_rev,p43,p36,475.0,DC,0.0,0.9543689844026425,819.7549680083362,40088.79021153508,0.0,0.0,20475.0,0.00965547041318917,475.0,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
16_rev,p128,p132,300.0,DC,0.0,0.9786073121977662,112.93427880452433,8441.186602892674,0.0,0.0,20300.0,0.010824024656874594,300.0,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
